gsm_accession,filename,size_bytes,qc_status,strain,notes
GSM5197569,GSM5197569_0550_.gpr.gz,551899,PASS,ATCC13032,Compendium sub-sample
GSM5197570,GSM5197570_0551_.gpr.gz,535738,PASS,ATCC13032,Compendium sub-sample
GSM5197571,GSM5197571_0552_.gpr.gz,1051639,PASS,ATCC13032,Compendium sub-sample
GSM5197572,GSM5197572_0553_.gpr.gz,562977,PASS,ATCC13032,Compendium sub-sample
GSM5197573,GSM5197573_0554_.gpr.gz,1043516,PASS,ATCC13032,Compendium sub-sample
GSM5197574,GSM5197574_0555_.gpr.gz,1027142,PASS,ATCC13032,Compendium sub-sample
GSM5197575,GSM5197575_0556_.gpr.gz,4251513,PASS,ATCC13032,Compendium sub-sample
GSM5197576,GSM5197576_0557_.gpr.gz,4096255,PASS,ATCC13032,Compendium sub-sample
GSM5197577,GSM5197577_0558_.gpr.gz,4663029,PASS,ATCC13032,Compendium sub-sample
GSM5197578,GSM5197578_0559_.gpr.gz,4190957,PASS,ATCC13032,Compendium sub-sample
GSM5197579,GSM5197579_0560_.gpr.gz,4019328,PASS,ATCC13032,Compendium sub-sample
GSM5197580,GSM5197580_0561_.gpr.gz,4084471,PASS,ATCC13032,Compendium sub-sample
GSM5197581,GSM5197581_0562_.gpr.gz,4218822,PASS,ATCC13032,Compendium sub-sample
GSM5197582,GSM5197582_0563_.gpr.gz,4296287,PASS,ATCC13032,Compendium sub-sample
GSM5197583,GSM5197583_0564_.gpr.gz,4290227,PASS,ATCC13032,Compendium sub-sample
GSM5197584,GSM5197584_0565_.gpr.gz,4211994,PASS,ATCC13032,Compendium sub-sample
GSM5197585,GSM5197585_0566_.gpr.gz,3995397,PASS,ATCC13032,Compendium sub-sample
GSM5197586,GSM5197586_0567_.gpr.gz,4452126,PASS,ATCC13032,Compendium sub-sample
GSM5197587,GSM5197587_0568_.gpr.gz,4447549,PASS,ATCC13032,Compendium sub-sample
GSM5197588,GSM5197588_0569_.gpr.gz,4393367,PASS,ATCC13032,Compendium sub-sample
GSM5197589,GSM5197589_0570_.gpr.gz,4405087,PASS,ATCC13032,Compendium sub-sample
GSM5197590,GSM5197590_0571_.gpr.gz,4529224,PASS,ATCC13032,Compendium sub-sample
GSM5197591,GSM5197591_0572_.gpr.gz,4406738,PASS,ATCC13032,Compendium sub-sample
GSM5197592,GSM5197592_0573_.gpr.gz,4375738,PASS,ATCC13032,Compendium sub-sample
GSM5197593,GSM5197593_0574_.gpr.gz,4434028,PASS,ATCC13032,Compendium sub-sample
GSM5197594,GSM5197594_0575_.gpr.gz,4155677,PASS,ATCC13032,Compendium sub-sample
GSM5197595,GSM5197595_0576_.gpr.gz,3658066,PASS,ATCC13032,Compendium sub-sample
GSM5197596,GSM5197596_0577_.gpr.gz,405258,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197597,GSM5197597_0578_.gpr.gz,402271,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197598,GSM5197598_0579_.gpr.gz,1031779,PASS,ATCC13032,Compendium sub-sample
GSM5197599,GSM5197599_0580_.gpr.gz,1076837,PASS,ATCC13032,Compendium sub-sample
GSM5197600,GSM5197600_0581_.gpr.gz,2333599,PASS,ATCC13032,Compendium sub-sample
GSM5197601,GSM5197601_0582_.gpr.gz,2388469,PASS,ATCC13032,Compendium sub-sample
GSM5197602,GSM5197602_0583_.gpr.gz,2371032,PASS,ATCC13032,Compendium sub-sample
GSM5197603,GSM5197603_0584_.gpr.gz,1937698,PASS,ATCC13032,Compendium sub-sample
GSM5197604,GSM5197604_0585_.gpr.gz,2476015,PASS,ATCC13032,Compendium sub-sample
GSM5197605,GSM5197605_0586_.gpr.gz,1951615,PASS,ATCC13032,Compendium sub-sample
GSM5197606,GSM5197606_0587_.gpr.gz,2233410,PASS,ATCC13032,Compendium sub-sample
GSM5197607,GSM5197607_0588_.gpr.gz,2189786,PASS,ATCC13032,Compendium sub-sample
GSM5197608,GSM5197608_0589_.gpr.gz,2343864,PASS,ATCC13032,Compendium sub-sample
GSM5197609,GSM5197609_0590_.gpr.gz,1949166,PASS,ATCC13032,Compendium sub-sample
GSM5197610,GSM5197610_0591_.gpr.gz,2086328,PASS,ATCC13032,Compendium sub-sample
GSM5197611,GSM5197611_0592_.gpr.gz,2290281,PASS,ATCC13032,Compendium sub-sample
GSM5197612,GSM5197612_0593_.gpr.gz,4019343,PASS,ATCC13032,Compendium sub-sample
GSM5197613,GSM5197613_0594_.gpr.gz,4202383,PASS,ATCC13032,Compendium sub-sample
GSM5197614,GSM5197614_0595_.gpr.gz,4108865,PASS,ATCC13032,Compendium sub-sample
GSM5197615,GSM5197615_0596_.gpr.gz,4742541,PASS,ATCC13032,Compendium sub-sample
GSM5197616,GSM5197616_0597_.gpr.gz,4669209,PASS,ATCC13032,Compendium sub-sample
GSM5197617,GSM5197617_0598_.gpr.gz,4376310,PASS,ATCC13032,Compendium sub-sample
GSM5197618,GSM5197618_0599_.gpr.gz,4459651,PASS,ATCC13032,Compendium sub-sample
GSM5197619,GSM5197619_0600_.gpr.gz,4233612,PASS,ATCC13032,Compendium sub-sample
GSM5197620,GSM5197620_0601_.gpr.gz,4457117,PASS,ATCC13032,Compendium sub-sample
GSM5197621,GSM5197621_0602_.gpr.gz,4615217,PASS,ATCC13032,Compendium sub-sample
GSM5197622,GSM5197622_0603_.gpr.gz,4375313,PASS,ATCC13032,Compendium sub-sample
GSM5197623,GSM5197623_0604_.gpr.gz,4311834,PASS,ATCC13032,Compendium sub-sample
GSM5197624,GSM5197624_0605_.gpr.gz,4261390,PASS,ATCC13032,Compendium sub-sample
GSM5197625,GSM5197625_0606_.gpr.gz,998155,PASS,ATCC13032,Compendium sub-sample
GSM5197626,GSM5197626_0607_.gpr.gz,986733,PASS,ATCC13032,Compendium sub-sample
GSM5197627,GSM5197627_0608_.gpr.gz,996381,PASS,ATCC13032,Compendium sub-sample
GSM5197628,GSM5197628_0609_.gpr.gz,381048,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197629,GSM5197629_0610_.gpr.gz,383842,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197630,GSM5197630_0611_.gpr.gz,393591,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197631,GSM5197631_0612_.gpr.gz,379481,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197632,GSM5197632_0613_.gpr.gz,403869,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197633,GSM5197633_0614_.gpr.gz,417292,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197634,GSM5197634_0615_.gpr.gz,972846,PASS,ATCC13032,Compendium sub-sample
GSM5197635,GSM5197635_0616_.gpr.gz,1020211,PASS,ATCC13032,Compendium sub-sample
GSM5197636,GSM5197636_0617_.gpr.gz,1013555,PASS,ATCC13032,Compendium sub-sample
GSM5197637,GSM5197637_0618_.gpr.gz,1022118,PASS,ATCC13032,Compendium sub-sample
GSM5197638,GSM5197638_0619_.gpr.gz,969390,PASS,ATCC13032,Compendium sub-sample
GSM5197639,GSM5197639_0620_.gpr.gz,944129,PASS,ATCC13032,Compendium sub-sample
GSM5197640,GSM5197640_0621_.gpr.gz,992964,PASS,ATCC13032,Compendium sub-sample
GSM5197641,GSM5197641_0622_.gpr.gz,995973,PASS,ATCC13032,Compendium sub-sample
GSM5197642,GSM5197642_0623_.gpr.gz,1045092,PASS,ATCC13032,Compendium sub-sample
GSM5197643,GSM5197643_0624_.gpr.gz,1041847,PASS,ATCC13032,Compendium sub-sample
GSM5197644,GSM5197644_0625_.gpr.gz,1008584,PASS,ATCC13032,Compendium sub-sample
GSM5197645,GSM5197645_0626_.gpr.gz,1034598,PASS,ATCC13032,Compendium sub-sample
GSM5197646,GSM5197646_0627_.gpr.gz,1051517,PASS,ATCC13032,Compendium sub-sample
GSM5197647,GSM5197647_0628_.gpr.gz,1028387,PASS,ATCC13032,Compendium sub-sample
GSM5197648,GSM5197648_0629_.gpr.gz,859575,PASS,ATCC13032,Compendium sub-sample
GSM5197649,GSM5197649_0630_.gpr.gz,1051954,PASS,ATCC13032,Compendium sub-sample
GSM5197650,GSM5197650_0631_.gpr.gz,1076215,PASS,ATCC13032,Compendium sub-sample
GSM5197651,GSM5197651_0632_.gpr.gz,1051517,PASS,ATCC13032,Compendium sub-sample
GSM5197652,GSM5197652_0633_.gpr.gz,1028387,PASS,ATCC13032,Compendium sub-sample
GSM5197653,GSM5197653_0634_.gpr.gz,1045101,PASS,ATCC13032,Compendium sub-sample
GSM5197654,GSM5197654_0635_.gpr.gz,1042247,PASS,ATCC13032,Compendium sub-sample
GSM5197655,GSM5197655_0636_.gpr.gz,1092040,PASS,ATCC13032,Compendium sub-sample
GSM5197656,GSM5197656_0637_.gpr.gz,1067275,PASS,ATCC13032,Compendium sub-sample
GSM5197657,GSM5197657_0638_.gpr.gz,931823,PASS,ATCC13032,Compendium sub-sample
GSM5197658,GSM5197658_0639_.gpr.gz,977714,PASS,ATCC13032,Compendium sub-sample
GSM5197659,GSM5197659_0640_.gpr.gz,936814,PASS,ATCC13032,Compendium sub-sample
GSM5197660,GSM5197660_0641_.gpr.gz,1005396,PASS,ATCC13032,Compendium sub-sample
GSM5197661,GSM5197661_0642_.gpr.gz,1024895,PASS,ATCC13032,Compendium sub-sample
GSM5197662,GSM5197662_0643_.gpr.gz,1030917,PASS,ATCC13032,Compendium sub-sample
GSM5197663,GSM5197663_0644_.gpr.gz,1024699,PASS,ATCC13032,Compendium sub-sample
GSM5197664,GSM5197664_0645_.gpr.gz,1042465,PASS,ATCC13032,Compendium sub-sample
GSM5197665,GSM5197665_0646_.gpr.gz,1007410,PASS,ATCC13032,Compendium sub-sample
GSM5197666,GSM5197666_0647_.gpr.gz,1000541,PASS,ATCC13032,Compendium sub-sample
GSM5197667,GSM5197667_0648_.gpr.gz,981773,PASS,ATCC13032,Compendium sub-sample
GSM5197668,GSM5197668_0649_.gpr.gz,4687651,PASS,ATCC13032,Compendium sub-sample
GSM5197669,GSM5197669_0650_.gpr.gz,4848757,PASS,ATCC13032,Compendium sub-sample
GSM5197670,GSM5197670_0651_.gpr.gz,3959286,PASS,ATCC13032,Compendium sub-sample
GSM5197671,GSM5197671_0652_.gpr.gz,3995243,PASS,ATCC13032,Compendium sub-sample
GSM5197672,GSM5197672_0653_.gpr.gz,4711382,PASS,ATCC13032,Compendium sub-sample
GSM5197673,GSM5197673_0654_.gpr.gz,4812515,PASS,ATCC13032,Compendium sub-sample
GSM5197674,GSM5197674_0655_.gpr.gz,3488571,PASS,ATCC13032,Compendium sub-sample
GSM5197675,GSM5197675_0656_.gpr.gz,3348920,PASS,ATCC13032,Compendium sub-sample
GSM5197676,GSM5197676_0657_.gpr.gz,3401332,PASS,ATCC13032,Compendium sub-sample
GSM5197677,GSM5197677_0658_.gpr.gz,3856478,PASS,ATCC13032,Compendium sub-sample
GSM5197678,GSM5197678_0659_.gpr.gz,3589854,PASS,ATCC13032,Compendium sub-sample
GSM5197679,GSM5197679_0660_.gpr.gz,3884974,PASS,ATCC13032,Compendium sub-sample
GSM5197680,GSM5197680_0661_.gpr.gz,3848059,PASS,ATCC13032,Compendium sub-sample
GSM5197681,GSM5197681_0662_.gpr.gz,3860030,PASS,ATCC13032,Compendium sub-sample
GSM5197682,GSM5197682_0663_.gpr.gz,3854080,PASS,ATCC13032,Compendium sub-sample
GSM5197683,GSM5197683_0664_.gpr.gz,3602066,PASS,ATCC13032,Compendium sub-sample
GSM5197684,GSM5197684_0665_.gpr.gz,3656863,PASS,ATCC13032,Compendium sub-sample
GSM5197685,GSM5197685_0666_.gpr.gz,3665887,PASS,ATCC13032,Compendium sub-sample
GSM5197686,GSM5197686_0667_.gpr.gz,3687223,PASS,ATCC13032,Compendium sub-sample
GSM5197687,GSM5197687_0668_.gpr.gz,483179,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197688,GSM5197688_0669_.gpr.gz,523894,PASS,ATCC13032,Compendium sub-sample
GSM5197689,GSM5197689_0670_.gpr.gz,510150,PASS,ATCC13032,Compendium sub-sample
GSM5197690,GSM5197690_0671_.gpr.gz,467095,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197691,GSM5197691_0672_.gpr.gz,504288,PASS,ATCC13032,Compendium sub-sample
GSM5197692,GSM5197692_0673_.gpr.gz,525558,PASS,ATCC13032,Compendium sub-sample
GSM5197693,GSM5197693_0674_.gpr.gz,443049,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197694,GSM5197694_0675_.gpr.gz,412378,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197695,GSM5197695_0676_.gpr.gz,417635,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197696,GSM5197696_0677_.gpr.gz,2229543,PASS,ATCC13032,Compendium sub-sample
GSM5197697,GSM5197697_0678_.gpr.gz,4289547,PASS,ATCC13032,Compendium sub-sample
GSM5197698,GSM5197698_0679_.gpr.gz,4151302,PASS,ATCC13032,Compendium sub-sample
GSM5197699,GSM5197699_0680_.gpr.gz,3488571,PASS,ATCC13032,Compendium sub-sample
GSM5197700,GSM5197700_0681_.gpr.gz,4461679,PASS,ATCC13032,Compendium sub-sample
GSM5197701,GSM5197701_0682_.gpr.gz,4370206,PASS,ATCC13032,Compendium sub-sample
GSM5197702,GSM5197702_0683_.gpr.gz,947404,PASS,ATCC13032,Compendium sub-sample
GSM5197703,GSM5197703_0684_.gpr.gz,965592,PASS,ATCC13032,Compendium sub-sample
GSM5197704,GSM5197704_0685_.gpr.gz,959282,PASS,ATCC13032,Compendium sub-sample
GSM5197705,GSM5197705_0686_.gpr.gz,967971,PASS,ATCC13032,Compendium sub-sample
GSM5197706,GSM5197706_0687_.gpr.gz,954529,PASS,ATCC13032,Compendium sub-sample
GSM5197707,GSM5197707_0688_.gpr.gz,1011413,PASS,ATCC13032,Compendium sub-sample
GSM5197708,GSM5197708_0689_.gpr.gz,956431,PASS,ATCC13032,Compendium sub-sample
GSM5197709,GSM5197709_0690_.gpr.gz,950409,PASS,ATCC13032,Compendium sub-sample
GSM5197710,GSM5197710_0691_.gpr.gz,973918,PASS,ATCC13032,Compendium sub-sample
GSM5197711,GSM5197711_0692_.gpr.gz,1008511,PASS,ATCC13032,Compendium sub-sample
GSM5197712,GSM5197712_0693_.gpr.gz,1006895,PASS,ATCC13032,Compendium sub-sample
GSM5197713,GSM5197713_0694_.gpr.gz,958263,PASS,ATCC13032,Compendium sub-sample
GSM5197714,GSM5197714_0695_.gpr.gz,976752,PASS,ATCC13032,Compendium sub-sample
GSM5197715,GSM5197715_0696_.gpr.gz,982736,PASS,ATCC13032,Compendium sub-sample
GSM5197716,GSM5197716_0697_.gpr.gz,923905,PASS,ATCC13032,Compendium sub-sample
GSM5197717,GSM5197717_0698_.gpr.gz,928693,PASS,ATCC13032,Compendium sub-sample
GSM5197718,GSM5197718_0699_.gpr.gz,891255,PASS,ATCC13032,Compendium sub-sample
GSM5197719,GSM5197719_0700_.gpr.gz,1013885,PASS,ATCC13032,Compendium sub-sample
GSM5197720,GSM5197720_0701_.gpr.gz,987973,PASS,ATCC13032,Compendium sub-sample
GSM5197721,GSM5197721_0702_.gpr.gz,971011,PASS,ATCC13032,Compendium sub-sample
GSM5197722,GSM5197722_0703_.gpr.gz,989707,PASS,ATCC13032,Compendium sub-sample
GSM5197723,GSM5197723_0704_.gpr.gz,2317309,PASS,ATCC13032,Compendium sub-sample
GSM5197724,GSM5197724_0705_.gpr.gz,2381355,PASS,ATCC13032,Compendium sub-sample
GSM5197725,GSM5197725_0706_.gpr.gz,4347743,PASS,ATCC13032,Compendium sub-sample
GSM5197726,GSM5197726_0707_.gpr.gz,2303359,PASS,ATCC13032,Compendium sub-sample
GSM5197727,GSM5197727_0708_.gpr.gz,2314887,PASS,ATCC13032,Compendium sub-sample
GSM5197728,GSM5197728_0709_.gpr.gz,2409668,PASS,ATCC13032,Compendium sub-sample
GSM5197729,GSM5197729_0710_.gpr.gz,4159586,PASS,ATCC13032,Compendium sub-sample
GSM5197730,GSM5197730_0711_.gpr.gz,4292484,PASS,ATCC13032,Compendium sub-sample
GSM5197731,GSM5197731_0712_.gpr.gz,993002,PASS,ATCC13032,Compendium sub-sample
GSM5197732,GSM5197732_0713_.gpr.gz,977378,PASS,ATCC13032,Compendium sub-sample
GSM5197733,GSM5197733_0714_.gpr.gz,974752,PASS,ATCC13032,Compendium sub-sample
GSM5197734,GSM5197734_0715_.gpr.gz,550770,PASS,ATCC13032,Compendium sub-sample
GSM5197735,GSM5197735_0716_.gpr.gz,551325,PASS,ATCC13032,Compendium sub-sample
GSM5197736,GSM5197736_0717_.gpr.gz,964233,PASS,ATCC13032,Compendium sub-sample
GSM5197737,GSM5197737_0718_.gpr.gz,979514,PASS,ATCC13032,Compendium sub-sample
GSM5197738,GSM5197738_0719_.gpr.gz,540923,PASS,ATCC13032,Compendium sub-sample
GSM5197739,GSM5197739_0720_.gpr.gz,536758,PASS,ATCC13032,Compendium sub-sample
GSM5197740,GSM5197740_0721_.gpr.gz,518860,PASS,ATCC13032,Compendium sub-sample
GSM5197741,GSM5197741_0722_.gpr.gz,518860,PASS,ATCC13032,Compendium sub-sample
GSM5197742,GSM5197742_0723_.gpr.gz,978548,PASS,ATCC13032,Compendium sub-sample
GSM5197743,GSM5197743_0724_.gpr.gz,938415,PASS,ATCC13032,Compendium sub-sample
GSM5197744,GSM5197744_0725_.gpr.gz,997813,PASS,ATCC13032,Compendium sub-sample
GSM5197745,GSM5197745_0726_.gpr.gz,964233,PASS,ATCC13032,Compendium sub-sample
GSM5197746,GSM5197746_0727_.gpr.gz,992420,PASS,ATCC13032,Compendium sub-sample
GSM5197747,GSM5197747_0728_.gpr.gz,979514,PASS,ATCC13032,Compendium sub-sample
GSM5197748,GSM5197748_0729_.gpr.gz,1003056,PASS,ATCC13032,Compendium sub-sample
GSM5197749,GSM5197749_0730_.gpr.gz,975966,PASS,ATCC13032,Compendium sub-sample
GSM5197750,GSM5197750_0731_.gpr.gz,987083,PASS,ATCC13032,Compendium sub-sample
GSM5197751,GSM5197751_0732_.gpr.gz,4215582,PASS,ATCC13032,Compendium sub-sample
GSM5197752,GSM5197752_0733_.gpr.gz,4187083,PASS,ATCC13032,Compendium sub-sample
GSM5197753,GSM5197753_0734_.gpr.gz,4215699,PASS,ATCC13032,Compendium sub-sample
GSM5197754,GSM5197754_0735_.gpr.gz,4129562,PASS,ATCC13032,Compendium sub-sample
GSM5197755,GSM5197755_0736_.gpr.gz,4177855,PASS,ATCC13032,Compendium sub-sample
GSM5197756,GSM5197756_0737_.gpr.gz,4231324,PASS,ATCC13032,Compendium sub-sample
GSM5197757,GSM5197757_0738_.gpr.gz,3996975,PASS,ATCC13032,Compendium sub-sample
GSM5197758,GSM5197758_0739_.gpr.gz,1022592,PASS,ATCC13032,Compendium sub-sample
GSM5197759,GSM5197759_0740_.gpr.gz,1057085,PASS,ATCC13032,Compendium sub-sample
GSM5197760,GSM5197760_0741_.gpr.gz,1067902,PASS,ATCC13032,Compendium sub-sample
GSM5197761,GSM5197761_0742_.gpr.gz,962491,PASS,ATCC13032,Compendium sub-sample
GSM5197762,GSM5197762_0743_.gpr.gz,1075678,PASS,ATCC13032,Compendium sub-sample
GSM5197763,GSM5197763_0744_.gpr.gz,1048213,PASS,ATCC13032,Compendium sub-sample
GSM5197764,GSM5197764_0745_.gpr.gz,1029846,PASS,ATCC13032,Compendium sub-sample
GSM5197765,GSM5197765_0746_.gpr.gz,1012764,PASS,ATCC13032,Compendium sub-sample
GSM5197766,GSM5197766_0747_.gpr.gz,962403,PASS,ATCC13032,Compendium sub-sample
GSM5197767,GSM5197767_0748_.gpr.gz,3663456,PASS,ATCC13032,Compendium sub-sample
GSM5197768,GSM5197768_0749_.gpr.gz,4032554,PASS,ATCC13032,Compendium sub-sample
GSM5197769,GSM5197769_0750_.gpr.gz,4134304,PASS,ATCC13032,Compendium sub-sample
GSM5197770,GSM5197770_0751_.gpr.gz,3879030,PASS,ATCC13032,Compendium sub-sample
GSM5197771,GSM5197771_0752_.gpr.gz,3875528,PASS,ATCC13032,Compendium sub-sample
GSM5197772,GSM5197772_0753_.gpr.gz,3666252,PASS,ATCC13032,Compendium sub-sample
GSM5197773,GSM5197773_0754_.gpr.gz,1003895,PASS,ATCC13032,Compendium sub-sample
GSM5197774,GSM5197774_0755_.gpr.gz,1039157,PASS,ATCC13032,Compendium sub-sample
GSM5197775,GSM5197775_0756_.gpr.gz,997029,PASS,ATCC13032,Compendium sub-sample
GSM5197776,GSM5197776_0757_.gpr.gz,2549503,PASS,ATCC13032,Compendium sub-sample
GSM5197777,GSM5197777_0758_.gpr.gz,2378816,PASS,ATCC13032,Compendium sub-sample
GSM5197778,GSM5197778_0759_.gpr.gz,1018484,PASS,ATCC13032,Compendium sub-sample
GSM5197779,GSM5197779_0760_.gpr.gz,1049973,PASS,ATCC13032,Compendium sub-sample
GSM5197780,GSM5197780_0761_.gpr.gz,1104398,PASS,ATCC13032,Compendium sub-sample
GSM5197781,GSM5197781_0762_.gpr.gz,1048685,PASS,ATCC13032,Compendium sub-sample
GSM5197782,GSM5197782_0763_.gpr.gz,1019396,PASS,ATCC13032,Compendium sub-sample
GSM5197783,GSM5197783_0764_.gpr.gz,981484,PASS,ATCC13032,Compendium sub-sample
GSM5197784,GSM5197784_0765_.gpr.gz,960558,PASS,ATCC13032,Compendium sub-sample
GSM5197785,GSM5197785_0766_.gpr.gz,4453750,PASS,ATCC13032,Compendium sub-sample
GSM5197786,GSM5197786_0767_.gpr.gz,4475172,PASS,ATCC13032,Compendium sub-sample
GSM5197787,GSM5197787_0768_.gpr.gz,4615712,PASS,ATCC13032,Compendium sub-sample
GSM5197788,GSM5197788_0769_.gpr.gz,1036458,PASS,ATCC13032,Compendium sub-sample
GSM5197789,GSM5197789_0770_.gpr.gz,1033889,PASS,ATCC13032,Compendium sub-sample
GSM5197790,GSM5197790_0771_.gpr.gz,1139996,PASS,ATCC13032,Compendium sub-sample
GSM5197791,GSM5197791_0772_.gpr.gz,1010840,PASS,ATCC13032,Compendium sub-sample
GSM5197792,GSM5197792_0773_.gpr.gz,2057041,PASS,ATCC13032,Compendium sub-sample
GSM5197793,GSM5197793_0774_.gpr.gz,967440,PASS,ATCC13032,Compendium sub-sample
GSM5197794,GSM5197794_0775_.gpr.gz,1042969,PASS,ATCC13032,Compendium sub-sample
GSM5197795,GSM5197795_0776_.gpr.gz,994632,PASS,ATCC13032,Compendium sub-sample
GSM5197796,GSM5197796_0777_.gpr.gz,1039958,PASS,ATCC13032,Compendium sub-sample
GSM5197797,GSM5197797_0778_.gpr.gz,990887,PASS,ATCC13032,Compendium sub-sample
GSM5197798,GSM5197798_0779_.gpr.gz,859312,PASS,ATCC13032,Compendium sub-sample
GSM5197799,GSM5197799_0780_.gpr.gz,995341,PASS,ATCC13032,Compendium sub-sample
GSM5197800,GSM5197800_0781_.gpr.gz,999526,PASS,ATCC13032,Compendium sub-sample
GSM5197801,GSM5197801_0782_.gpr.gz,1014404,PASS,ATCC13032,Compendium sub-sample
GSM5197802,GSM5197802_0783_.gpr.gz,992716,PASS,ATCC13032,Compendium sub-sample
GSM5197803,GSM5197803_0784_.gpr.gz,1036458,PASS,ATCC13032,Compendium sub-sample
GSM5197804,GSM5197804_0785_.gpr.gz,1033889,PASS,ATCC13032,Compendium sub-sample
GSM5197805,GSM5197805_0786_.gpr.gz,967440,PASS,ATCC13032,Compendium sub-sample
GSM5197806,GSM5197806_0787_.gpr.gz,1064268,PASS,ATCC13032,Compendium sub-sample
GSM5197807,GSM5197807_0788_.gpr.gz,1042969,PASS,ATCC13032,Compendium sub-sample
GSM5197808,GSM5197808_0789_.gpr.gz,997599,PASS,ATCC13032,Compendium sub-sample
GSM5197809,GSM5197809_0790_.gpr.gz,986027,PASS,ATCC13032,Compendium sub-sample
GSM5197810,GSM5197810_0791_.gpr.gz,967488,PASS,ATCC13032,Compendium sub-sample
GSM5197811,GSM5197811_0792_.gpr.gz,950925,PASS,ATCC13032,Compendium sub-sample
GSM5197812,GSM5197812_0793_.gpr.gz,901954,PASS,ATCC13032,Compendium sub-sample
GSM5197813,GSM5197813_0794_.gpr.gz,899223,PASS,ATCC13032,Compendium sub-sample
GSM5197814,GSM5197814_0795_.gpr.gz,901954,PASS,ATCC13032,Compendium sub-sample
GSM5197815,GSM5197815_0796_.gpr.gz,949767,PASS,ATCC13032,Compendium sub-sample
GSM5197816,GSM5197816_0797_.gpr.gz,999495,PASS,ATCC13032,Compendium sub-sample
GSM5197817,GSM5197817_0798_.gpr.gz,1069763,PASS,ATCC13032,Compendium sub-sample
GSM5197818,GSM5197818_0799_.gpr.gz,1044601,PASS,ATCC13032,Compendium sub-sample
GSM5197819,GSM5197819_0800_.gpr.gz,1011956,PASS,ATCC13032,Compendium sub-sample
GSM5197820,GSM5197820_0801_.gpr.gz,995719,PASS,ATCC13032,Compendium sub-sample
GSM5197821,GSM5197821_0802_.gpr.gz,1087966,PASS,ATCC13032,Compendium sub-sample
GSM5197822,GSM5197822_0803_.gpr.gz,919095,PASS,ATCC13032,Compendium sub-sample
GSM5197823,GSM5197823_0804_.gpr.gz,934250,PASS,ATCC13032,Compendium sub-sample
GSM5197824,GSM5197824_0805_.gpr.gz,1013446,PASS,ATCC13032,Compendium sub-sample
GSM5197825,GSM5197825_0806_.gpr.gz,959164,PASS,ATCC13032,Compendium sub-sample
GSM5197826,GSM5197826_0807_.gpr.gz,1005974,PASS,ATCC13032,Compendium sub-sample
GSM5197827,GSM5197827_0808_.gpr.gz,1038304,PASS,ATCC13032,Compendium sub-sample
GSM5197828,GSM5197828_0809_.gpr.gz,983270,PASS,ATCC13032,Compendium sub-sample
GSM5197829,GSM5197829_0810_.gpr.gz,1012588,PASS,ATCC13032,Compendium sub-sample
GSM5197830,GSM5197830_0811_.gpr.gz,1020556,PASS,ATCC13032,Compendium sub-sample
GSM5197831,GSM5197831_0812_.gpr.gz,1013311,PASS,ATCC13032,Compendium sub-sample
GSM5197832,GSM5197832_0813_.gpr.gz,1011857,PASS,ATCC13032,Compendium sub-sample
GSM5197833,GSM5197833_0814_.gpr.gz,1073585,PASS,ATCC13032,Compendium sub-sample
GSM5197834,GSM5197834_0815_.gpr.gz,957350,PASS,ATCC13032,Compendium sub-sample
GSM5197835,GSM5197835_0816_.gpr.gz,981269,PASS,ATCC13032,Compendium sub-sample
GSM5197836,GSM5197836_0817_.gpr.gz,4111586,PASS,ATCC13032,Compendium sub-sample
GSM5197837,GSM5197837_0818_.gpr.gz,4134688,PASS,ATCC13032,Compendium sub-sample
GSM5197838,GSM5197838_0819_.gpr.gz,4210715,PASS,ATCC13032,Compendium sub-sample
GSM5197839,GSM5197839_0820_.gpr.gz,4256224,PASS,ATCC13032,Compendium sub-sample
GSM5197840,GSM5197840_0821_.gpr.gz,3859885,PASS,ATCC13032,Compendium sub-sample
GSM5197841,GSM5197841_0822_.gpr.gz,3861970,PASS,ATCC13032,Compendium sub-sample
GSM5197842,GSM5197842_0823_.gpr.gz,3841234,PASS,ATCC13032,Compendium sub-sample
GSM5197843,GSM5197843_0824_.gpr.gz,4457945,PASS,ATCC13032,Compendium sub-sample
GSM5197844,GSM5197844_0825_.gpr.gz,4146919,PASS,ATCC13032,Compendium sub-sample
GSM5197845,GSM5197845_0826_.gpr.gz,924229,PASS,ATCC13032,Compendium sub-sample
GSM5197846,GSM5197846_0827_.gpr.gz,861766,PASS,ATCC13032,Compendium sub-sample
GSM5197847,GSM5197847_0828_.gpr.gz,898705,PASS,ATCC13032,Compendium sub-sample
