gsm_accession,filename,size_bytes,qc_status,strain,notes
GSM5197295,GSM5197295_0276_.gpr.gz,952611,PASS,ATCC13032,Compendium sub-sample
GSM5197296,GSM5197296_0277_.gpr.gz,969904,PASS,ATCC13032,Compendium sub-sample
GSM5197297,GSM5197297_0278_.gpr.gz,956969,PASS,ATCC13032,Compendium sub-sample
GSM5197298,GSM5197298_0279_.gpr.gz,945767,PASS,ATCC13032,Compendium sub-sample
GSM5197299,GSM5197299_0280_.gpr.gz,974881,PASS,ATCC13032,Compendium sub-sample
GSM5197300,GSM5197300_0281_.gpr.gz,932688,PASS,ATCC13032,Compendium sub-sample
GSM5197301,GSM5197301_0282_.gpr.gz,953053,PASS,ATCC13032,Compendium sub-sample
GSM5197302,GSM5197302_0283_.gpr.gz,1043210,PASS,ATCC13032,Compendium sub-sample
GSM5197303,GSM5197303_0284_.gpr.gz,1039636,PASS,ATCC13032,Compendium sub-sample
GSM5197304,GSM5197304_0285_.gpr.gz,980571,PASS,ATCC13032,Compendium sub-sample
GSM5197305,GSM5197305_0286_.gpr.gz,957699,PASS,ATCC13032,Compendium sub-sample
GSM5197306,GSM5197306_0287_.gpr.gz,937896,PASS,ATCC13032,Compendium sub-sample
GSM5197307,GSM5197307_0288_.gpr.gz,958909,PASS,ATCC13032,Compendium sub-sample
GSM5197308,GSM5197308_0289_.gpr.gz,1063840,PASS,ATCC13032,Compendium sub-sample
GSM5197309,GSM5197309_0290_.gpr.gz,955690,PASS,ATCC13032,Compendium sub-sample
GSM5197310,GSM5197310_0291_.gpr.gz,955690,PASS,ATCC13032,Compendium sub-sample
GSM5197311,GSM5197311_0292_.gpr.gz,1035112,PASS,ATCC13032,Compendium sub-sample
GSM5197312,GSM5197312_0293_.gpr.gz,950471,PASS,ATCC13032,Compendium sub-sample
GSM5197313,GSM5197313_0294_.gpr.gz,1003200,PASS,ATCC13032,Compendium sub-sample
GSM5197314,GSM5197314_0295_.gpr.gz,1052850,PASS,ATCC13032,Compendium sub-sample
GSM5197315,GSM5197315_0296_.gpr.gz,693623,PASS,ATCC13032,Compendium sub-sample
GSM5197316,GSM5197316_0297_.gpr.gz,277032,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197317,GSM5197317_0298_.gpr.gz,274421,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197318,GSM5197318_0299_.gpr.gz,282801,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197319,GSM5197319_0300_.gpr.gz,290722,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197320,GSM5197320_0301_.gpr.gz,294007,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197321,GSM5197321_0302_.gpr.gz,285693,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197322,GSM5197322_0303_.gpr.gz,311625,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197323,GSM5197323_0304_.gpr.gz,326144,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197324,GSM5197324_0305_.gpr.gz,279441,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197325,GSM5197325_0306_.gpr.gz,851331,PASS,ATCC13032,Compendium sub-sample
GSM5197326,GSM5197326_0307_.gpr.gz,826109,PASS,ATCC13032,Compendium sub-sample
GSM5197327,GSM5197327_0308_.gpr.gz,798894,PASS,ATCC13032,Compendium sub-sample
GSM5197328,GSM5197328_0309_.gpr.gz,939445,PASS,ATCC13032,Compendium sub-sample
GSM5197329,GSM5197329_0310_.gpr.gz,3987733,PASS,ATCC13032,Compendium sub-sample
GSM5197330,GSM5197330_0311_.gpr.gz,4020898,PASS,ATCC13032,Compendium sub-sample
GSM5197331,GSM5197331_0312_.gpr.gz,943271,PASS,ATCC13032,Compendium sub-sample
GSM5197332,GSM5197332_0313_.gpr.gz,896687,PASS,ATCC13032,Compendium sub-sample
GSM5197333,GSM5197333_0314_.gpr.gz,976167,PASS,ATCC13032,Compendium sub-sample
GSM5197334,GSM5197334_0315_.gpr.gz,3869646,PASS,ATCC13032,Compendium sub-sample
GSM5197335,GSM5197335_0316_.gpr.gz,4056216,PASS,ATCC13032,Compendium sub-sample
GSM5197336,GSM5197336_0317_.gpr.gz,4125324,PASS,ATCC13032,Compendium sub-sample
GSM5197337,GSM5197337_0318_.gpr.gz,897872,PASS,ATCC13032,Compendium sub-sample
GSM5197338,GSM5197338_0319_.gpr.gz,977599,PASS,ATCC13032,Compendium sub-sample
GSM5197339,GSM5197339_0320_.gpr.gz,912868,PASS,ATCC13032,Compendium sub-sample
GSM5197340,GSM5197340_0321_.gpr.gz,3787875,PASS,ATCC13032,Compendium sub-sample
GSM5197341,GSM5197341_0322_.gpr.gz,3771319,PASS,ATCC13032,Compendium sub-sample
GSM5197342,GSM5197342_0323_.gpr.gz,3785991,PASS,ATCC13032,Compendium sub-sample
GSM5197343,GSM5197343_0324_.gpr.gz,4578996,PASS,ATCC13032,Compendium sub-sample
GSM5197344,GSM5197344_0325_.gpr.gz,4556222,PASS,ATCC13032,Compendium sub-sample
GSM5197345,GSM5197345_0326_.gpr.gz,4180187,PASS,ATCC13032,Compendium sub-sample
GSM5197346,GSM5197346_0327_.gpr.gz,4145741,PASS,ATCC13032,Compendium sub-sample
GSM5197347,GSM5197347_0328_.gpr.gz,4021589,PASS,ATCC13032,Compendium sub-sample
GSM5197348,GSM5197348_0329_.gpr.gz,4347747,PASS,ATCC13032,Compendium sub-sample
GSM5197349,GSM5197349_0330_.gpr.gz,4282028,PASS,ATCC13032,Compendium sub-sample
GSM5197350,GSM5197350_0331_.gpr.gz,4246296,PASS,ATCC13032,Compendium sub-sample
GSM5197351,GSM5197351_0332_.gpr.gz,4246296,PASS,ATCC13032,Compendium sub-sample
GSM5197352,GSM5197352_0333_.gpr.gz,4175456,PASS,ATCC13032,Compendium sub-sample
GSM5197353,GSM5197353_0334_.gpr.gz,4204801,PASS,ATCC13032,Compendium sub-sample
GSM5197354,GSM5197354_0335_.gpr.gz,4033516,PASS,ATCC13032,Compendium sub-sample
GSM5197355,GSM5197355_0336_.gpr.gz,4223534,PASS,ATCC13032,Compendium sub-sample
GSM5197356,GSM5197356_0337_.gpr.gz,4223534,PASS,ATCC13032,Compendium sub-sample
GSM5197357,GSM5197357_0338_.gpr.gz,834264,PASS,ATCC13032,Compendium sub-sample
GSM5197358,GSM5197358_0339_.gpr.gz,937076,PASS,ATCC13032,Compendium sub-sample
GSM5197359,GSM5197359_0340_.gpr.gz,908356,PASS,ATCC13032,Compendium sub-sample
GSM5197360,GSM5197360_0341_.gpr.gz,923580,PASS,ATCC13032,Compendium sub-sample
GSM5197361,GSM5197361_0342_.gpr.gz,994611,PASS,ATCC13032,Compendium sub-sample
GSM5197362,GSM5197362_0343_.gpr.gz,990299,PASS,ATCC13032,Compendium sub-sample
GSM5197363,GSM5197363_0344_.gpr.gz,998081,PASS,ATCC13032,Compendium sub-sample
GSM5197364,GSM5197364_0345_.gpr.gz,3647173,PASS,ATCC13032,Compendium sub-sample
GSM5197365,GSM5197365_0346_.gpr.gz,3673803,PASS,ATCC13032,Compendium sub-sample
GSM5197366,GSM5197366_0347_.gpr.gz,3641464,PASS,ATCC13032,Compendium sub-sample
GSM5197367,GSM5197367_0348_.gpr.gz,3811883,PASS,ATCC13032,Compendium sub-sample
GSM5197368,GSM5197368_0349_.gpr.gz,3910554,PASS,ATCC13032,Compendium sub-sample
GSM5197369,GSM5197369_0350_.gpr.gz,3805510,PASS,ATCC13032,Compendium sub-sample
GSM5197370,GSM5197370_0351_.gpr.gz,4526256,PASS,ATCC13032,Compendium sub-sample
GSM5197371,GSM5197371_0352_.gpr.gz,4400920,PASS,ATCC13032,Compendium sub-sample
GSM5197372,GSM5197372_0353_.gpr.gz,4601215,PASS,ATCC13032,Compendium sub-sample
GSM5197373,GSM5197373_0354_.gpr.gz,4657249,PASS,ATCC13032,Compendium sub-sample
GSM5197374,GSM5197374_0355_.gpr.gz,4540881,PASS,ATCC13032,Compendium sub-sample
GSM5197375,GSM5197375_0356_.gpr.gz,4472478,PASS,ATCC13032,Compendium sub-sample
GSM5197376,GSM5197376_0357_.gpr.gz,1035835,PASS,ATCC13032,Compendium sub-sample
GSM5197377,GSM5197377_0358_.gpr.gz,1048143,PASS,ATCC13032,Compendium sub-sample
GSM5197378,GSM5197378_0359_.gpr.gz,1032626,PASS,ATCC13032,Compendium sub-sample
GSM5197379,GSM5197379_0360_.gpr.gz,1004019,PASS,ATCC13032,Compendium sub-sample
GSM5197380,GSM5197380_0361_.gpr.gz,944403,PASS,ATCC13032,Compendium sub-sample
GSM5197381,GSM5197381_0362_.gpr.gz,995027,PASS,ATCC13032,Compendium sub-sample
GSM5197382,GSM5197382_0363_.gpr.gz,990904,PASS,ATCC13032,Compendium sub-sample
GSM5197383,GSM5197383_0364_.gpr.gz,961243,PASS,ATCC13032,Compendium sub-sample
GSM5197384,GSM5197384_0365_.gpr.gz,952068,PASS,ATCC13032,Compendium sub-sample
GSM5197385,GSM5197385_0366_.gpr.gz,961243,PASS,ATCC13032,Compendium sub-sample
GSM5197386,GSM5197386_0367_.gpr.gz,278139,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197387,GSM5197387_0368_.gpr.gz,290961,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197388,GSM5197388_0369_.gpr.gz,259362,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197389,GSM5197389_0370_.gpr.gz,282794,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197390,GSM5197390_0371_.gpr.gz,290551,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197391,GSM5197391_0372_.gpr.gz,284885,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197392,GSM5197392_0373_.gpr.gz,283287,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197393,GSM5197393_0374_.gpr.gz,278310,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197394,GSM5197394_0375_.gpr.gz,272658,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197395,GSM5197395_0376_.gpr.gz,946596,PASS,ATCC13032,Compendium sub-sample
GSM5197396,GSM5197396_0377_.gpr.gz,937876,PASS,ATCC13032,Compendium sub-sample
GSM5197397,GSM5197397_0378_.gpr.gz,949191,PASS,ATCC13032,Compendium sub-sample
GSM5197398,GSM5197398_0379_.gpr.gz,4351565,PASS,ATCC13032,Compendium sub-sample
GSM5197399,GSM5197399_0380_.gpr.gz,4435345,PASS,ATCC13032,Compendium sub-sample
GSM5197400,GSM5197400_0381_.gpr.gz,4391414,PASS,ATCC13032,Compendium sub-sample
GSM5197401,GSM5197401_0382_.gpr.gz,4085449,PASS,ATCC13032,Compendium sub-sample
GSM5197402,GSM5197402_0383_.gpr.gz,4333021,PASS,ATCC13032,Compendium sub-sample
GSM5197403,GSM5197403_0384_.gpr.gz,3894237,PASS,ATCC13032,Compendium sub-sample
GSM5197404,GSM5197404_0385_.gpr.gz,3801035,PASS,ATCC13032,Compendium sub-sample
GSM5197405,GSM5197405_0386_.gpr.gz,1070155,PASS,ATCC13032,Compendium sub-sample
GSM5197406,GSM5197406_0387_.gpr.gz,1004590,PASS,ATCC13032,Compendium sub-sample
GSM5197407,GSM5197407_0388_.gpr.gz,1025237,PASS,ATCC13032,Compendium sub-sample
GSM5197408,GSM5197408_0389_.gpr.gz,1052733,PASS,ATCC13032,Compendium sub-sample
GSM5197409,GSM5197409_0390_.gpr.gz,1029964,PASS,ATCC13032,Compendium sub-sample
GSM5197410,GSM5197410_0391_.gpr.gz,1017150,PASS,ATCC13032,Compendium sub-sample
GSM5197411,GSM5197411_0392_.gpr.gz,1109647,PASS,ATCC13032,Compendium sub-sample
GSM5197412,GSM5197412_0393_.gpr.gz,1061974,PASS,ATCC13032,Compendium sub-sample
GSM5197413,GSM5197413_0394_.gpr.gz,1147507,PASS,ATCC13032,Compendium sub-sample
GSM5197414,GSM5197414_0395_.gpr.gz,913958,PASS,ATCC13032,Compendium sub-sample
GSM5197415,GSM5197415_0396_.gpr.gz,958665,PASS,ATCC13032,Compendium sub-sample
GSM5197416,GSM5197416_0397_.gpr.gz,890206,PASS,ATCC13032,Compendium sub-sample
GSM5197417,GSM5197417_0398_.gpr.gz,976983,PASS,ATCC13032,Compendium sub-sample
GSM5197418,GSM5197418_0399_.gpr.gz,942493,PASS,ATCC13032,Compendium sub-sample
GSM5197419,GSM5197419_0400_.gpr.gz,942156,PASS,ATCC13032,Compendium sub-sample
GSM5197420,GSM5197420_0401_.gpr.gz,958566,PASS,ATCC13032,Compendium sub-sample
GSM5197421,GSM5197421_0402_.gpr.gz,948016,PASS,ATCC13032,Compendium sub-sample
GSM5197422,GSM5197422_0403_.gpr.gz,942661,PASS,ATCC13032,Compendium sub-sample
GSM5197423,GSM5197423_0404_.gpr.gz,949952,PASS,ATCC13032,Compendium sub-sample
GSM5197424,GSM5197424_0405_.gpr.gz,977364,PASS,ATCC13032,Compendium sub-sample
GSM5197425,GSM5197425_0406_.gpr.gz,948371,PASS,ATCC13032,Compendium sub-sample
GSM5197426,GSM5197426_0407_.gpr.gz,964662,PASS,ATCC13032,Compendium sub-sample
GSM5197427,GSM5197427_0408_.gpr.gz,884023,PASS,ATCC13032,Compendium sub-sample
GSM5197428,GSM5197428_0409_.gpr.gz,884316,PASS,ATCC13032,Compendium sub-sample
GSM5197429,GSM5197429_0410_.gpr.gz,913937,PASS,ATCC13032,Compendium sub-sample
GSM5197430,GSM5197430_0411_.gpr.gz,953900,PASS,ATCC13032,Compendium sub-sample
GSM5197431,GSM5197431_0412_.gpr.gz,980925,PASS,ATCC13032,Compendium sub-sample
GSM5197432,GSM5197432_0413_.gpr.gz,966980,PASS,ATCC13032,Compendium sub-sample
GSM5197433,GSM5197433_0414_.gpr.gz,497558,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197434,GSM5197434_0415_.gpr.gz,457423,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197435,GSM5197435_0416_.gpr.gz,931083,PASS,ATCC13032,Compendium sub-sample
GSM5197436,GSM5197436_0417_.gpr.gz,920936,PASS,ATCC13032,Compendium sub-sample
GSM5197437,GSM5197437_0418_.gpr.gz,1022086,PASS,ATCC13032,Compendium sub-sample
GSM5197438,GSM5197438_0419_.gpr.gz,949011,PASS,ATCC13032,Compendium sub-sample
GSM5197439,GSM5197439_0420_.gpr.gz,4177783,PASS,ATCC13032,Compendium sub-sample
GSM5197440,GSM5197440_0421_.gpr.gz,4222139,PASS,ATCC13032,Compendium sub-sample
GSM5197441,GSM5197441_0422_.gpr.gz,4083303,PASS,ATCC13032,Compendium sub-sample
GSM5197442,GSM5197442_0423_.gpr.gz,990889,PASS,ATCC13032,Compendium sub-sample
GSM5197443,GSM5197443_0424_.gpr.gz,1067368,PASS,ATCC13032,Compendium sub-sample
GSM5197444,GSM5197444_0425_.gpr.gz,1067245,PASS,ATCC13032,Compendium sub-sample
GSM5197445,GSM5197445_0426_.gpr.gz,1073841,PASS,ATCC13032,Compendium sub-sample
GSM5197446,GSM5197446_0427_.gpr.gz,957926,PASS,ATCC13032,Compendium sub-sample
GSM5197447,GSM5197447_0428_.gpr.gz,1024540,PASS,ATCC13032,Compendium sub-sample
GSM5197448,GSM5197448_0429_.gpr.gz,1063147,PASS,ATCC13032,Compendium sub-sample
GSM5197449,GSM5197449_0430_.gpr.gz,1012595,PASS,ATCC13032,Compendium sub-sample
GSM5197450,GSM5197450_0431_.gpr.gz,1044479,PASS,ATCC13032,Compendium sub-sample
GSM5197451,GSM5197451_0432_.gpr.gz,2283946,PASS,ATCC13032,Compendium sub-sample
GSM5197452,GSM5197452_0433_.gpr.gz,2362900,PASS,ATCC13032,Compendium sub-sample
GSM5197453,GSM5197453_0434_.gpr.gz,2408929,PASS,ATCC13032,Compendium sub-sample
GSM5197454,GSM5197454_0435_.gpr.gz,4494219,PASS,ATCC13032,Compendium sub-sample
GSM5197455,GSM5197455_0436_.gpr.gz,4153193,PASS,ATCC13032,Compendium sub-sample
GSM5197456,GSM5197456_0437_.gpr.gz,3855653,PASS,ATCC13032,Compendium sub-sample
GSM5197457,GSM5197457_0438_.gpr.gz,4401220,PASS,ATCC13032,Compendium sub-sample
GSM5197458,GSM5197458_0439_.gpr.gz,1037061,PASS,ATCC13032,Compendium sub-sample
GSM5197459,GSM5197459_0440_.gpr.gz,1095258,PASS,ATCC13032,Compendium sub-sample
GSM5197460,GSM5197460_0441_.gpr.gz,1031584,PASS,ATCC13032,Compendium sub-sample
GSM5197461,GSM5197461_0442_.gpr.gz,1036347,PASS,ATCC13032,Compendium sub-sample
GSM5197462,GSM5197462_0443_.gpr.gz,358548,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197463,GSM5197463_0444_.gpr.gz,419082,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197464,GSM5197464_0445_.gpr.gz,445819,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197465,GSM5197465_0446_.gpr.gz,964635,PASS,ATCC13032,Compendium sub-sample
GSM5197466,GSM5197466_0447_.gpr.gz,1007227,PASS,ATCC13032,Compendium sub-sample
GSM5197467,GSM5197467_0448_.gpr.gz,1041658,PASS,ATCC13032,Compendium sub-sample
GSM5197468,GSM5197468_0449_.gpr.gz,1136839,PASS,ATCC13032,Compendium sub-sample
GSM5197469,GSM5197469_0450_.gpr.gz,1078984,PASS,ATCC13032,Compendium sub-sample
GSM5197470,GSM5197470_0451_.gpr.gz,934831,PASS,ATCC13032,Compendium sub-sample
GSM5197471,GSM5197471_0452_.gpr.gz,942241,PASS,ATCC13032,Compendium sub-sample
GSM5197472,GSM5197472_0453_.gpr.gz,1009623,PASS,ATCC13032,Compendium sub-sample
GSM5197473,GSM5197473_0454_.gpr.gz,1012622,PASS,ATCC13032,Compendium sub-sample
GSM5197474,GSM5197474_0455_.gpr.gz,387592,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197475,GSM5197475_0456_.gpr.gz,498112,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197476,GSM5197476_0457_.gpr.gz,377625,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197477,GSM5197477_0458_.gpr.gz,416344,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197478,GSM5197478_0459_.gpr.gz,429321,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197479,GSM5197479_0460_.gpr.gz,361291,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197480,GSM5197480_0461_.gpr.gz,509189,PASS,ATCC13032,Compendium sub-sample
GSM5197481,GSM5197481_0462_.gpr.gz,450725,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197482,GSM5197482_0463_.gpr.gz,431688,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197483,GSM5197483_0464_.gpr.gz,407879,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197484,GSM5197484_0465_.gpr.gz,966594,PASS,ATCC13032,Compendium sub-sample
GSM5197485,GSM5197485_0466_.gpr.gz,928224,PASS,ATCC13032,Compendium sub-sample
GSM5197486,GSM5197486_0467_.gpr.gz,955357,PASS,ATCC13032,Compendium sub-sample
GSM5197487,GSM5197487_0468_.gpr.gz,992380,PASS,ATCC13032,Compendium sub-sample
GSM5197488,GSM5197488_0469_.gpr.gz,999375,PASS,ATCC13032,Compendium sub-sample
GSM5197489,GSM5197489_0470_.gpr.gz,905644,PASS,ATCC13032,Compendium sub-sample
GSM5197490,GSM5197490_0471_.gpr.gz,951377,PASS,ATCC13032,Compendium sub-sample
GSM5197491,GSM5197491_0472_.gpr.gz,955878,PASS,ATCC13032,Compendium sub-sample
GSM5197492,GSM5197492_0473_.gpr.gz,969126,PASS,ATCC13032,Compendium sub-sample
GSM5197493,GSM5197493_0474_.gpr.gz,941982,PASS,ATCC13032,Compendium sub-sample
GSM5197494,GSM5197494_0475_.gpr.gz,495117,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197495,GSM5197495_0476_.gpr.gz,917361,PASS,ATCC13032,Compendium sub-sample
GSM5197496,GSM5197496_0477_.gpr.gz,921613,PASS,ATCC13032,Compendium sub-sample
GSM5197497,GSM5197497_0478_.gpr.gz,954074,PASS,ATCC13032,Compendium sub-sample
GSM5197498,GSM5197498_0479_.gpr.gz,992474,PASS,ATCC13032,Compendium sub-sample
GSM5197499,GSM5197499_0480_.gpr.gz,945835,PASS,ATCC13032,Compendium sub-sample
GSM5197500,GSM5197500_0481_.gpr.gz,992474,PASS,ATCC13032,Compendium sub-sample
GSM5197501,GSM5197501_0482_.gpr.gz,969091,PASS,ATCC13032,Compendium sub-sample
GSM5197502,GSM5197502_0483_.gpr.gz,983471,PASS,ATCC13032,Compendium sub-sample
GSM5197503,GSM5197503_0484_.gpr.gz,1008954,PASS,ATCC13032,Compendium sub-sample
GSM5197504,GSM5197504_0485_.gpr.gz,1058289,PASS,ATCC13032,Compendium sub-sample
GSM5197505,GSM5197505_0486_.gpr.gz,932306,PASS,ATCC13032,Compendium sub-sample
GSM5197506,GSM5197506_0487_.gpr.gz,479329,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197507,GSM5197507_0488_.gpr.gz,1005538,PASS,ATCC13032,Compendium sub-sample
GSM5197508,GSM5197508_0489_.gpr.gz,985601,PASS,ATCC13032,Compendium sub-sample
GSM5197509,GSM5197509_0490_.gpr.gz,962749,PASS,ATCC13032,Compendium sub-sample
GSM5197510,GSM5197510_0491_.gpr.gz,960530,PASS,ATCC13032,Compendium sub-sample
GSM5197511,GSM5197511_0492_.gpr.gz,1015778,PASS,ATCC13032,Compendium sub-sample
GSM5197512,GSM5197512_0493_.gpr.gz,994641,PASS,ATCC13032,Compendium sub-sample
GSM5197513,GSM5197513_0494_.gpr.gz,1008247,PASS,ATCC13032,Compendium sub-sample
GSM5197514,GSM5197514_0495_.gpr.gz,492980,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197515,GSM5197515_0496_.gpr.gz,484999,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197516,GSM5197516_0497_.gpr.gz,470367,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197517,GSM5197517_0498_.gpr.gz,504118,PASS,ATCC13032,Compendium sub-sample
GSM5197518,GSM5197518_0499_.gpr.gz,495175,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197519,GSM5197519_0500_.gpr.gz,499059,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197520,GSM5197520_0501_.gpr.gz,484740,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197521,GSM5197521_0502_.gpr.gz,441440,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197522,GSM5197522_0503_.gpr.gz,427868,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197523,GSM5197523_0504_.gpr.gz,422070,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197524,GSM5197524_0505_.gpr.gz,922317,PASS,ATCC13032,Compendium sub-sample
GSM5197525,GSM5197525_0506_.gpr.gz,931902,PASS,ATCC13032,Compendium sub-sample
GSM5197526,GSM5197526_0507_.gpr.gz,1016284,PASS,ATCC13032,Compendium sub-sample
GSM5197527,GSM5197527_0508_.gpr.gz,998199,PASS,ATCC13032,Compendium sub-sample
GSM5197528,GSM5197528_0509_.gpr.gz,1017708,PASS,ATCC13032,Compendium sub-sample
GSM5197529,GSM5197529_0510_.gpr.gz,1016635,PASS,ATCC13032,Compendium sub-sample
GSM5197530,GSM5197530_0511_.gpr.gz,1011673,PASS,ATCC13032,Compendium sub-sample
GSM5197531,GSM5197531_0512_.gpr.gz,1030331,PASS,ATCC13032,Compendium sub-sample
GSM5197532,GSM5197532_0513_.gpr.gz,490084,LOW_SIZE_WARN,ATCC13032,Compendium sub-sample
GSM5197533,GSM5197533_0514_.gpr.gz,998898,PASS,ATCC13032,Compendium sub-sample
GSM5197534,GSM5197534_0515_.gpr.gz,994750,PASS,ATCC13032,Compendium sub-sample
GSM5197535,GSM5197535_0516_.gpr.gz,987376,PASS,ATCC13032,Compendium sub-sample
GSM5197536,GSM5197536_0517_.gpr.gz,948412,PASS,ATCC13032,Compendium sub-sample
GSM5197537,GSM5197537_0518_.gpr.gz,946642,PASS,ATCC13032,Compendium sub-sample
GSM5197538,GSM5197538_0519_.gpr.gz,985530,PASS,ATCC13032,Compendium sub-sample
GSM5197539,GSM5197539_0520_.gpr.gz,985307,PASS,ATCC13032,Compendium sub-sample
GSM5197540,GSM5197540_0521_.gpr.gz,980937,PASS,ATCC13032,Compendium sub-sample
GSM5197541,GSM5197541_0522_.gpr.gz,1091664,PASS,ATCC13032,Compendium sub-sample
GSM5197542,GSM5197542_0523_.gpr.gz,1034287,PASS,ATCC13032,Compendium sub-sample
GSM5197543,GSM5197543_0524_.gpr.gz,1091486,PASS,ATCC13032,Compendium sub-sample
GSM5197544,GSM5197544_0525_.gpr.gz,1102020,PASS,ATCC13032,Compendium sub-sample
GSM5197545,GSM5197545_0526_.gpr.gz,1154179,PASS,ATCC13032,Compendium sub-sample
GSM5197546,GSM5197546_0527_.gpr.gz,1081095,PASS,ATCC13032,Compendium sub-sample
GSM5197547,GSM5197547_0528_.gpr.gz,1040296,PASS,ATCC13032,Compendium sub-sample
GSM5197548,GSM5197548_0529_.gpr.gz,1030461,PASS,ATCC13032,Compendium sub-sample
GSM5197549,GSM5197549_0530_.gpr.gz,1026228,PASS,ATCC13032,Compendium sub-sample
GSM5197550,GSM5197550_0531_.gpr.gz,1085840,PASS,ATCC13032,Compendium sub-sample
GSM5197551,GSM5197551_0532_.gpr.gz,1038962,PASS,ATCC13032,Compendium sub-sample
GSM5197552,GSM5197552_0533_.gpr.gz,1022792,PASS,ATCC13032,Compendium sub-sample
GSM5197553,GSM5197553_0534_.gpr.gz,1055753,PASS,ATCC13032,Compendium sub-sample
GSM5197554,GSM5197554_0535_.gpr.gz,1050578,PASS,ATCC13032,Compendium sub-sample
GSM5197555,GSM5197555_0536_.gpr.gz,1055078,PASS,ATCC13032,Compendium sub-sample
GSM5197556,GSM5197556_0537_.gpr.gz,1060180,PASS,ATCC13032,Compendium sub-sample
GSM5197557,GSM5197557_0538_.gpr.gz,1096686,PASS,ATCC13032,Compendium sub-sample
GSM5197558,GSM5197558_0539_.gpr.gz,1071487,PASS,ATCC13032,Compendium sub-sample
GSM5197559,GSM5197559_0540_.gpr.gz,566822,PASS,ATCC13032,Compendium sub-sample
GSM5197560,GSM5197560_0541_.gpr.gz,542929,PASS,ATCC13032,Compendium sub-sample
GSM5197561,GSM5197561_0542_.gpr.gz,551899,PASS,ATCC13032,Compendium sub-sample
GSM5197562,GSM5197562_0543_.gpr.gz,1043552,PASS,ATCC13032,Compendium sub-sample
GSM5197563,GSM5197563_0544_.gpr.gz,554471,PASS,ATCC13032,Compendium sub-sample
GSM5197564,GSM5197564_0545_.gpr.gz,529646,PASS,ATCC13032,Compendium sub-sample
GSM5197565,GSM5197565_0546_.gpr.gz,1103627,PASS,ATCC13032,Compendium sub-sample
GSM5197566,GSM5197566_0547_.gpr.gz,1049236,PASS,ATCC13032,Compendium sub-sample
GSM5197567,GSM5197567_0548_.gpr.gz,1054999,PASS,ATCC13032,Compendium sub-sample
GSM5197568,GSM5197568_0549_.gpr.gz,542929,PASS,ATCC13032,Compendium sub-sample
