gene,model,reaction_id,reaction_name,equation,gpr_rule,pathway_id,pathway_name,ec_number,kcat,molecular_weight,kcat_MW,source_file
0341,iCW773,R_FACOAL100t2pp,Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),,0341 cg0480 cg2521,_2f1a7ecb_0ed8_40a3_a4c5_1ef326e05292,Cell Envelope Biosynthesis,,,,,iCW773.omex
0341,iCW773,R_FACOAL120t2pp,Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),,0341 cg0480 cg2521,_2f1a7ecb_0ed8_40a3_a4c5_1ef326e05292,Cell Envelope Biosynthesis,,,,,iCW773.omex
0341,iCW773,R_FACOAL140t2pp,Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),,0341 cg0480 cg2521,_2f1a7ecb_0ed8_40a3_a4c5_1ef326e05292,Cell Envelope Biosynthesis,,,,,iCW773.omex
0341,iCW773,R_FACOAL141t2pp,Fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling),,0341 cg0480 cg2521,_2f1a7ecb_0ed8_40a3_a4c5_1ef326e05292,Cell Envelope Biosynthesis,,,,,iCW773.omex
0341,iCW773,R_FACOAL160t2pp,Fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling),,0341 cg0480 cg2521,_2f1a7ecb_0ed8_40a3_a4c5_1ef326e05292,Cell Envelope Biosynthesis,,,,,iCW773.omex
0341,iCW773,R_FACOAL161t2pp,Fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling),,0341 cg0480 cg2521,_2f1a7ecb_0ed8_40a3_a4c5_1ef326e05292,Cell Envelope Biosynthesis,,,,,iCW773.omex
0341,iCW773,R_FACOAL180t2pp,Fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling),,0341 cg0480 cg2521,_2f1a7ecb_0ed8_40a3_a4c5_1ef326e05292,Cell Envelope Biosynthesis,,,,,iCW773.omex
0341,iCW773,R_FACOAL181t2pp,Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),,0341 cg0480 cg2521,_2f1a7ecb_0ed8_40a3_a4c5_1ef326e05292,Cell Envelope Biosynthesis,,,,,iCW773.omex
0341,iCW773,R_FACOAL60t2pp,Fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),,0341 cg0480 cg2521,_2f1a7ecb_0ed8_40a3_a4c5_1ef326e05292,Cell Envelope Biosynthesis,,,,,iCW773.omex
0341,iCW773,R_FACOAL80t2pp,Fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),,0341 cg0480 cg2521,_2f1a7ecb_0ed8_40a3_a4c5_1ef326e05292,Cell Envelope Biosynthesis,,,,,iCW773.omex
0341,ecCGL1:iCW773_irr_enz_constraint,FACOAL100t2pp_num2,fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),atp_c + coa_c + dca_e + h_e -> amp_c + dcacoa_c + h_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint.json
0341,ecCGL1:iCW773_irr_enz_constraint,FACOAL120t2pp_num2,fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),atp_c + coa_c + ddca_e + h_e -> amp_c + ddcacoa_c + h_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint.json
0341,ecCGL1:iCW773_irr_enz_constraint,FACOAL140t2pp_num2,fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ttdca_e -> amp_c + h_c + ppi_c + tdcoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint.json
0341,ecCGL1:iCW773_irr_enz_constraint,FACOAL141t2pp_num2,fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ttdcea_e -> amp_c + h_c + ppi_c + tdecoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint.json
0341,ecCGL1:iCW773_irr_enz_constraint,FACOAL160t2pp_num2,fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hdca_e -> amp_c + h_c + pmtcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint.json
0341,ecCGL1:iCW773_irr_enz_constraint,FACOAL161t2pp_num2,fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hdcea_e -> amp_c + h_c + hdcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint.json
0341,ecCGL1:iCW773_irr_enz_constraint,FACOAL180t2pp_num2,fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ocdca_e -> amp_c + h_c + ppi_c + stcoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint.json
0341,ecCGL1:iCW773_irr_enz_constraint,FACOAL181t2pp_num2,fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ocdcea_e -> amp_c + h_c + odecoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint.json
0341,ecCGL1:iCW773_irr_enz_constraint,FACOAL60t2pp_num2,fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hxa_e -> amp_c + h_c + hxcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint.json
0341,ecCGL1:iCW773_irr_enz_constraint,FACOAL80t2pp_num2,fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + octa_e -> amp_c + h_c + occoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj,FACOAL100t2pp_num2,fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),atp_c + coa_c + dca_e + h_e -> amp_c + dcacoa_c + h_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj,FACOAL120t2pp_num2,fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),atp_c + coa_c + ddca_e + h_e -> amp_c + ddcacoa_c + h_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj,FACOAL140t2pp_num2,fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ttdca_e -> amp_c + h_c + ppi_c + tdcoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj,FACOAL141t2pp_num2,fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ttdcea_e -> amp_c + h_c + ppi_c + tdecoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj,FACOAL160t2pp_num2,fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hdca_e -> amp_c + h_c + pmtcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj,FACOAL161t2pp_num2,fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hdcea_e -> amp_c + h_c + hdcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj,FACOAL180t2pp_num2,fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ocdca_e -> amp_c + h_c + ppi_c + stcoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj,FACOAL181t2pp_num2,fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ocdcea_e -> amp_c + h_c + odecoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj,FACOAL60t2pp_num2,fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hxa_e -> amp_c + h_c + hxcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj,FACOAL80t2pp_num2,fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + octa_e -> amp_c + h_c + occoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj_PDH,FACOAL100t2pp_num2,fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),atp_c + coa_c + dca_e + h_e -> amp_c + dcacoa_c + h_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj_PDH.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj_PDH,FACOAL120t2pp_num2,fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),atp_c + coa_c + ddca_e + h_e -> amp_c + ddcacoa_c + h_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj_PDH.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj_PDH,FACOAL140t2pp_num2,fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ttdca_e -> amp_c + h_c + ppi_c + tdcoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj_PDH.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj_PDH,FACOAL141t2pp_num2,fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ttdcea_e -> amp_c + h_c + ppi_c + tdecoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj_PDH.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj_PDH,FACOAL160t2pp_num2,fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hdca_e -> amp_c + h_c + pmtcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj_PDH.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj_PDH,FACOAL161t2pp_num2,fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hdcea_e -> amp_c + h_c + hdcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj_PDH.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj_PDH,FACOAL180t2pp_num2,fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ocdca_e -> amp_c + h_c + ppi_c + stcoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj_PDH.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj_PDH,FACOAL181t2pp_num2,fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ocdcea_e -> amp_c + h_c + odecoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj_PDH.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj_PDH,FACOAL60t2pp_num2,fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hxa_e -> amp_c + h_c + hxcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj_PDH.json
0341,ecCGL1:iCW773_irr_enz_constraint_adj_PDH,FACOAL80t2pp_num2,fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + octa_e -> amp_c + h_c + occoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_adj_PDH.json
0341,ecCGL1:iCW773_irr_enz_constraint_irreversible,FACOAL100t2pp_num2,fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),atp_c + coa_c + dca_e + h_e -> amp_c + dcacoa_c + h_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_irreversible.json
0341,ecCGL1:iCW773_irr_enz_constraint_irreversible,FACOAL120t2pp_num2,fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),atp_c + coa_c + ddca_e + h_e -> amp_c + ddcacoa_c + h_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_irreversible.json
0341,ecCGL1:iCW773_irr_enz_constraint_irreversible,FACOAL140t2pp_num2,fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ttdca_e -> amp_c + h_c + ppi_c + tdcoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_irreversible.json
0341,ecCGL1:iCW773_irr_enz_constraint_irreversible,FACOAL141t2pp_num2,fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ttdcea_e -> amp_c + h_c + ppi_c + tdecoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_irreversible.json
0341,ecCGL1:iCW773_irr_enz_constraint_irreversible,FACOAL160t2pp_num2,fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hdca_e -> amp_c + h_c + pmtcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_irreversible.json
0341,ecCGL1:iCW773_irr_enz_constraint_irreversible,FACOAL161t2pp_num2,fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hdcea_e -> amp_c + h_c + hdcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_irreversible.json
0341,ecCGL1:iCW773_irr_enz_constraint_irreversible,FACOAL180t2pp_num2,fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ocdca_e -> amp_c + h_c + ppi_c + stcoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_irreversible.json
0341,ecCGL1:iCW773_irr_enz_constraint_irreversible,FACOAL181t2pp_num2,fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ocdcea_e -> amp_c + h_c + odecoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_irreversible.json
0341,ecCGL1:iCW773_irr_enz_constraint_irreversible,FACOAL60t2pp_num2,fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hxa_e -> amp_c + h_c + hxcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_irreversible.json
0341,ecCGL1:iCW773_irr_enz_constraint_irreversible,FACOAL80t2pp_num2,fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + octa_e -> amp_c + h_c + occoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_irr_enz_constraint_irreversible.json
0341,ecCGL1:iCW773_uniprot_modification_del_irreversible,FACOAL100t2pp_num2,fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling),atp_c + coa_c + dca_e + h_e -> amp_c + dcacoa_c + h_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_uniprot_modification_del_irreversible.json
0341,ecCGL1:iCW773_uniprot_modification_del_irreversible,FACOAL120t2pp_num2,fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling),atp_c + coa_c + ddca_e + h_e -> amp_c + ddcacoa_c + h_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_uniprot_modification_del_irreversible.json
0341,ecCGL1:iCW773_uniprot_modification_del_irreversible,FACOAL140t2pp_num2,fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ttdca_e -> amp_c + h_c + ppi_c + tdcoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_uniprot_modification_del_irreversible.json
0341,ecCGL1:iCW773_uniprot_modification_del_irreversible,FACOAL141t2pp_num2,fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ttdcea_e -> amp_c + h_c + ppi_c + tdecoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_uniprot_modification_del_irreversible.json
0341,ecCGL1:iCW773_uniprot_modification_del_irreversible,FACOAL160t2pp_num2,fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hdca_e -> amp_c + h_c + pmtcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_uniprot_modification_del_irreversible.json
0341,ecCGL1:iCW773_uniprot_modification_del_irreversible,FACOAL161t2pp_num2,fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hdcea_e -> amp_c + h_c + hdcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_uniprot_modification_del_irreversible.json
0341,ecCGL1:iCW773_uniprot_modification_del_irreversible,FACOAL180t2pp_num2,fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ocdca_e -> amp_c + h_c + ppi_c + stcoa_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_uniprot_modification_del_irreversible.json
0341,ecCGL1:iCW773_uniprot_modification_del_irreversible,FACOAL181t2pp_num2,fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + ocdcea_e -> amp_c + h_c + odecoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_uniprot_modification_del_irreversible.json
0341,ecCGL1:iCW773_uniprot_modification_del_irreversible,FACOAL60t2pp_num2,fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + hxa_e -> amp_c + h_c + hxcoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_uniprot_modification_del_irreversible.json
0341,ecCGL1:iCW773_uniprot_modification_del_irreversible,FACOAL80t2pp_num2,fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling),atp_c + coa_c + h_e + octa_e -> amp_c + h_c + occoa_c + ppi_c,0341,enzyme_constrained_model,Enzyme-constrained model reactions,6.2.1.3,,,,iCW773_uniprot_modification_del_irreversible.json
cg0001,iCBG21FR,R_DHFOR2,R_DHFOR2,,WP_011013924_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_BTNt2,R_BTNt2,,WP_011014784_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_ACt2,R_ACt2,,WP_011013917_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_ASNt2,R_ASNt2,,WP_011013684_1 WP_011014160_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_CYSt2,R_CYSt2,,WP_011013684_1 WP_011014160_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_FORt,Formate transport via diffusion,,WP_006285466_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_GALabc,D-galactose transport via ABC system,,WP_003856994_1 WP_011014327_1 WP_011015140_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_HOMt2,R_HOMt2,,WP_011013684_1 WP_011014160_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_NO2t,R_NO2t,,WP_011265637_1 WP_011265677_1 WP_011265747_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_NO2t2r,"Nitrite transport in via proton symport, reversible",,WP_003857192_1 WP_011014278_1 WP_011014860_1 WP_011015401_1 WP_011265565_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_PHEt2,R_PHEt2,,WP_011013684_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_PHEtec,L-phenylalanine transport via diffusion (extracellular to cytosol),,WP_011014125_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_TRPt2r,L tryptophan reversible transport via proton symport,,WP_011013684_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_TRPt,L-tryptophan transport,,WP_011014125_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_TYRt2r,L tyrosine reversible transport via proton symport,,WP_011013684_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_TYRt,L-tyrosine transport,,WP_011014125_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_Ca2t2,R_Ca2t2,,WP_011014107_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_CAT,Catalase,,WP_011013509_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_SUCDi,Succinate dehydrogenase (irreversible),,WP_011013606_1 WP_011013607_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_PYRt,Pyruvate exchange  diffusion,,WP_011014733_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0001,iCBG21FR,R_L_LACtex,L-lactate transport via diffusion (extracellular to periplasm),,WP_011014733_1,,Unassigned pathway,,,,,iCGB21FR.xml
cg0023,iCBG21FR,R_NICRNS,Nicotinate D-ribonucleotide synthase (ATP),,lcl_NC_006958_1_prot_WP_011013325_1_23,G_cgb01100,G_cgb01100,,,,,iCGB21FR.xml
cg0023,iCBG21FR,R_NMNHYD,Nicotinamide ribonucleotide phosphohydrolase,,lcl_NC_006958_1_prot_WP_011013325_1_23,G_cgb01100,G_cgb01100,,,,,iCGB21FR.xml
cg0028,iCBG21FR,R_MNabc_1,Manganese Mn2 transport via ABC system periplasm ,,lcl_NC_006958_1_prot_WP_011013329_1_28 lcl_NC_006958_1_prot_WP_011013330_1_29 lcl_NC_006958_1_prot_WP_011015133_1_2331,,Unassigned pathway,,,,,iCGB21FR.xml
cg0029,iCBG21FR,R_CUabcpp,Copper transport via ABC system (periplasm),,lcl_NC_006958_1_prot_WP_011013330_1_29 lcl_NC_006958_1_prot_WP_011015133_1_2331,,Unassigned pathway,,,,,iCGB21FR.xml
cg0029,iCBG21FR,R_MNabc,Manganese transport via ABC system,,lcl_NC_006958_1_prot_WP_011013330_1_29 lcl_NC_006958_1_prot_WP_011014319_1_1337 lcl_NC_006958_1_prot_WP_011015260_1_2507 lcl_NC_006958_1_prot_WP_011015261_1_2508,G_cgb03420,G_cgb03420,,,,,iCGB21FR.xml
cg0029,iCBG21FR,R_MNabc_1,Manganese Mn2 transport via ABC system periplasm ,,lcl_NC_006958_1_prot_WP_011013329_1_28 lcl_NC_006958_1_prot_WP_011013330_1_29 lcl_NC_006958_1_prot_WP_011015133_1_2331,,Unassigned pathway,,,,,iCGB21FR.xml
cg0029,iCBG21FR,R_ZNabc,Zinc transport via ABC system,,lcl_NC_006958_1_prot_WP_011013330_1_29 lcl_NC_006958_1_prot_WP_011014319_1_1337 lcl_NC_006958_1_prot_WP_011014351_1_1380 lcl_NC_006958_1_prot_WP_011015260_1_2507 lcl_NC_006958_1_prot_WP_011015261_1_2508,G_cgb02010,G_cgb02010,,,,,iCGB21FR.xml
cg0029,iCBG21FR,R_ZNabcpp,Zinc (Zn+2) transport via ABC system (periplasm),,lcl_NC_006958_1_prot_WP_011013330_1_29 lcl_NC_006958_1_prot_WP_011013331_1_30 lcl_NC_006958_1_prot_WP_011013968_1_885 lcl_NC_006958_1_prot_WP_011015133_1_2331 lcl_NC_006958_1_prot_WP_011015261_1_2508,,Unassigned pathway,,,,,iCGB21FR.xml
cg0030,iCBG21FR,R_MNt2pp,Manganese (Mn+2) transport in via proton symport (periplasm),,lcl_NC_006958_1_prot_WP_011013331_1_30,,Unassigned pathway,,,,,iCGB21FR.xml
cg0030,iCBG21FR,R_ZNabcpp,Zinc (Zn+2) transport via ABC system (periplasm),,lcl_NC_006958_1_prot_WP_011013330_1_29 lcl_NC_006958_1_prot_WP_011013331_1_30 lcl_NC_006958_1_prot_WP_011013968_1_885 lcl_NC_006958_1_prot_WP_011015133_1_2331 lcl_NC_006958_1_prot_WP_011015261_1_2508,,Unassigned pathway,,,,,iCGB21FR.xml
cg0031,iCBG21FR,R_XYLabc,D-xylose transport via ABC system,,lcl_NC_006958_1_prot_WP_011013332_1_31 lcl_NC_006958_1_prot_WP_011013847_1_701 lcl_NC_006958_1_prot_WP_011013848_1_702 lcl_NC_006958_1_prot_WP_011013851_1_705 lcl_NC_006958_1_prot_WP_011015284_1_2532,G_cgb02010,G_cgb02010,,,,,iCGB21FR.xml
cg0033,iCBG21FR,R_GALabcpp,D-galactose transport via ABC system (periplasm),,lcl_NC_006958_1_prot_WP_011013333_1_33,,Unassigned pathway,,,,,iCGB21FR.xml
