tf,target,tf_name,target_name,correlation,abs_correlation,pvalue,sample_count,source
cg0998,cg3174,,mmpL1,0.70512064,0.70512064,1.1675818e-123,816,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3220,,,0.4919524,0.4919524,1.1909461e-29,464,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3236,,msrA,0.71028175,0.71028175,1.4851321e-126,818,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3264,,,0.65274832,0.65274832,8.5808299e-99,804,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3283,,,0.48408907,0.48408907,6.5267078e-51,846,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3299,,trxB1,0.72343434,0.72343434,6.9553807e-140,858,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3311,,,0.6281849,0.6281849,1.0460988e-82,742,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3344,,,0.60478915,0.60478915,8.8323393e-79,778,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3357,,trpP,0.56037229,0.56037229,5.5967899e-69,820,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3378,,,0.67770449,0.67770449,1.6393329e-106,784,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3405,,,0.7121499,0.7121499,5.7139466e-126,808,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3408,,,0.6757783,0.6757783,1.3941133e-65,482,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3420,,sigM,0.56564816,0.56564816,7.9893945e-47,538,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3422,,trxB,0.63689066,0.63689066,4.0416448e-98,852,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3423,,trxC,0.6829017,0.6829017,3.9041801e-119,860,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3429,,,0.69156721,0.69156721,2.7481354e-114,796,Kranz2022_expression_compendium_Zenodo6842664
cg0998,cg3432,,rpmH,0.6072359,0.6072359,8.7407194e-88,860,Kranz2022_expression_compendium_Zenodo6842664
cg1032,cg1173,,,0.65012178,0.65012178,7.9284341e-63,512,Kranz2022_expression_compendium_Zenodo6842664
cg1053,cg1199,,,0.3627535,0.3627535,1.227973e-12,360,Kranz2022_expression_compendium_Zenodo6842664
cg1084,cg1081,cgtR10,,0.84543128,0.84543128,2.2192204e-247,902,Kranz2022_expression_compendium_Zenodo6842664
cg1084,cg1083,cgtR10,cgtS10,0.86884955,0.86884955,5.5983231e-252,820,Kranz2022_expression_compendium_Zenodo6842664
cg1084,cg1231,cgtR10,chaA,0.39632899,0.39632899,1.7350923e-31,800,Kranz2022_expression_compendium_Zenodo6842664
cg1117,cg0977,,,0.82399077,0.82399077,4.7773614e-117,468,Kranz2022_expression_compendium_Zenodo6842664
cg1117,cg0978,,,0.55829284,0.55829284,1.6089381e-40,478,Kranz2022_expression_compendium_Zenodo6842664
cg1211,cg1368,oasR,atpD,0.51256966,0.51256966,1.2327279e-64,948,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg0310,sigE,katA,0.71711878,0.71711878,1.1536938e-158,1000,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg0446,sigE,sdhA,0.60980354,0.60980354,2.8413568e-102,994,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg0448,sigE,,0.49566318,0.49566318,1.5348664e-60,958,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg0527,sigE,glyR,0.29242973,0.29242973,3.0940504e-11,496,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg0530,sigE,,0.69005776,0.69005776,2.3738831e-120,844,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg1429,sigE,,0.68571964,0.68571964,1.3908494e-134,962,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg1512,sigE,,0.82627496,0.82627496,4.0959038e-206,820,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg1513,sigE,tnp23a(ISCg23a),0.24021589,0.24021589,8.4536662e-10,636,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg1514,sigE,tnp23a(ISCg23a),0.6226508,0.6226508,9.7713174e-101,928,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg1515,sigE,tnp24a(ISCg24a),0.63332719,0.63332719,4.1228022e-85,748,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg1516,sigE,,0.40967804,0.40967804,2.6930592e-27,640,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg1517,sigE,,0.68814347,0.68814347,2.1938763e-121,858,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg1681,sigE,pepE,0.7377423,0.7377423,3.4247528e-160,928,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg1682,sigE,,0.68147335,0.68147335,4.1537217e-114,828,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg1956,sigE,recJ,0.62703871,0.62703871,2.2493819e-110,1000,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg1957,sigE,,0.59994586,0.59994586,8.6713839e-79,794,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg1959,sigE,priP,0.15650481,0.15650481,0.002752352,364,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg2636,sigE,catA1,0.61487189,0.61487189,3.5120424e-97,924,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg3376,sigE,,0.26503025,0.26503025,2.1652088e-10,556,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg3377,sigE,,0.54986099,0.54986099,2.0961615e-64,800,Kranz2022_expression_compendium_Zenodo6842664
cg1271,cg4001,sigE,,0.2072247,0.2072247,4.9132236e-05,378,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg1301,rosR,cydA,0.73385119,0.73385119,1.9689975e-130,766,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg1426,rosR,,0.81860733,0.81860733,1.7257676e-204,842,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg1494,rosR,,0.66653849,0.66653849,1.9906434e-116,898,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg1513,rosR,tnp23a(ISCg23a),0.48042208,0.48042208,8.9439093e-37,614,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg1514,rosR,tnp23a(ISCg23a),0.49178051,0.49178051,4.0382855e-52,836,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg1515,rosR,tnp24a(ISCg24a),0.80756363,0.80756363,1.7708633e-170,736,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg1516,rosR,,0.62319549,0.62319549,1.4569211e-67,616,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg1517,rosR,,0.72326915,0.72326915,3.9720044e-130,798,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg1848,rosR,,0.63461388,0.63461388,1.380131e-100,882,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg1849,rosR,,0.69670805,0.69670805,3.5939032e-87,592,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg1850,rosR,,0.6099458,0.6099458,1.3675992e-46,444,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg2559,rosR,aceB,0.53345392,0.53345392,1.5519006e-63,848,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg3084,rosR,,0.6739192,0.6739192,5.8490523e-72,534,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg3085,rosR,,0.74037068,0.74037068,1.3795342e-152,874,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg3236,rosR,msrA,0.81034525,0.81034525,6.5614447e-201,858,Kranz2022_expression_compendium_Zenodo6842664
cg1324,cg3237,rosR,sod,0.65242524,0.65242524,9.8442613e-104,846,Kranz2022_expression_compendium_Zenodo6842664
cg1374,cg1214,,,0.70728367,0.70728367,1.7993438e-130,854,Kranz2022_expression_compendium_Zenodo6842664
cg1374,cg1215,,nadC,0.65306919,0.65306919,2.2518876e-115,940,Kranz2022_expression_compendium_Zenodo6842664
cg1374,cg1372,,,0.46986992,0.46986992,2.7601396e-45,802,Kranz2022_expression_compendium_Zenodo6842664
cg1410,cg1411,rbsR,,0.92615192,0.92615192,2.6921176e-228,536,Kranz2022_expression_compendium_Zenodo6842664
cg1410,cg1413,rbsR,,0.8120486,0.8120486,9.5678241e-131,552,Kranz2022_expression_compendium_Zenodo6842664
cg1410,cg1414,rbsR,,0.88900927,0.88900927,5.6964414e-184,538,Kranz2022_expression_compendium_Zenodo6842664
cg1410,cg1543,rbsR,iunH3,0.57984398,0.57984398,2.9242672e-51,556,Kranz2022_expression_compendium_Zenodo6842664
cg1410,cg1545,rbsR,,0.71201175,0.71201175,4.8312118e-84,536,Kranz2022_expression_compendium_Zenodo6842664
cg1410,cg1547,rbsR,ccpA1(uriR),0.80344897,0.80344897,3.6754028e-124,544,Kranz2022_expression_compendium_Zenodo6842664
cg1410,cg1600,rbsR,,0.75305729,0.75305729,1.3171148e-100,544,Kranz2022_expression_compendium_Zenodo6842664
cg1410,cg1744,rbsR,pacL,0.55743018,0.55743018,3.0047904e-45,538,Kranz2022_expression_compendium_Zenodo6842664
cg1410,cg2554,rbsR,rbsK2,0.69209758,0.69209758,2.4492458e-79,548,Kranz2022_expression_compendium_Zenodo6842664
cg1425,cg1613,lysG,sseA2,0.45762837,0.45762837,2.5974425e-19,346,Kranz2022_expression_compendium_Zenodo6842664
cg1479,cg1310,,tfdF,0.64484818,0.64484818,8.4145043e-50,412,Kranz2022_expression_compendium_Zenodo6842664
cg1479,cg1311,,catA2,0.5940458,0.5940458,1.6620463e-58,600,Kranz2022_expression_compendium_Zenodo6842664
cg1479,cg1481,,,0.64278767,0.64278767,8.3244777e-64,536,Kranz2022_expression_compendium_Zenodo6842664
cg1512,cg1513,,tnp23a(ISCg23a),0.41771841,0.41771841,9.7578155e-27,600,Kranz2022_expression_compendium_Zenodo6842664
cg1512,cg1514,,tnp23a(ISCg23a),0.61225119,0.61225119,2.6259584e-85,818,Kranz2022_expression_compendium_Zenodo6842664
cg1512,cg1515,,tnp24a(ISCg24a),0.78941359,0.78941359,1.3718977e-155,726,Kranz2022_expression_compendium_Zenodo6842664
cg1512,cg1516,,,0.58002357,0.58002357,5.996402e-56,608,Kranz2022_expression_compendium_Zenodo6842664
cg1512,cg1517,,,0.77362342,0.77362342,1.0538839e-158,792,Kranz2022_expression_compendium_Zenodo6842664
cg1512,cg3141,,hmp,0.4915497,0.4915497,9.8439279e-37,582,Kranz2022_expression_compendium_Zenodo6842664
cg1547,cg1410,ccpA1(uriR),rbsR,0.80344897,0.80344897,3.6754028e-124,544,Kranz2022_expression_compendium_Zenodo6842664
cg1547,cg1411,ccpA1(uriR),,0.76491293,0.76491293,1.874512e-122,632,Kranz2022_expression_compendium_Zenodo6842664
cg1547,cg1413,ccpA1(uriR),,0.68173399,0.68173399,7.9713483e-94,678,Kranz2022_expression_compendium_Zenodo6842664
cg1547,cg1414,ccpA1(uriR),,0.74514103,0.74514103,3.1298161e-112,628,Kranz2022_expression_compendium_Zenodo6842664
cg1547,cg1543,ccpA1(uriR),iunH3,0.70108105,0.70108105,8.786838e-111,742,Kranz2022_expression_compendium_Zenodo6842664
cg1547,cg1545,ccpA1(uriR),,0.82310115,0.82310115,2.7564558e-167,674,Kranz2022_expression_compendium_Zenodo6842664
cg1547,cg1600,ccpA1(uriR),,0.72360234,0.72360234,1.5840869e-113,694,Kranz2022_expression_compendium_Zenodo6842664
cg1547,cg1744,ccpA1(uriR),pacL,0.631878,0.631878,1.268389e-78,694,Kranz2022_expression_compendium_Zenodo6842664
cg1547,cg2554,ccpA1(uriR),rbsK2,0.72772939,0.72772939,2.1242612e-117,706,Kranz2022_expression_compendium_Zenodo6842664
cg1552,cg1752,qorR,int,0.6719685,0.6719685,9.0854918e-52,384,Kranz2022_expression_compendium_Zenodo6842664
cg1648,cg1650,,pctC,0.8936945,0.8936945,9.2315822e-99,280,Kranz2022_expression_compendium_Zenodo6842664
cg1648,cg1857,,ppiB,0.40284125,0.40284125,1.4898498e-21,516,Kranz2022_expression_compendium_Zenodo6842664
cg1648,cg1859,,,0.27755919,0.27755919,2.1067262e-10,506,Kranz2022_expression_compendium_Zenodo6842664
cg1648,cg1860,,,0.62759277,0.62759277,1.4563193e-49,440,Kranz2022_expression_compendium_Zenodo6842664
cg1648,cg1861,,rel(relA),0.5427322,0.5427322,2.0956995e-40,510,Kranz2022_expression_compendium_Zenodo6842664
cg1680,cg1453,,leuB,0.82549425,0.82549425,9.2269227e-230,918,Kranz2022_expression_compendium_Zenodo6842664
cg1680,cg1681,,pepE,0.73587228,0.73587228,1.4347541e-154,902,Kranz2022_expression_compendium_Zenodo6842664
cg1680,cg1682,,,0.75303547,0.75303547,1.1108392e-152,830,Kranz2022_expression_compendium_Zenodo6842664
cg1680,cg3359,,trpE,0.82087348,0.82087348,1.3268964e-223,912,Kranz2022_expression_compendium_Zenodo6842664
cg1680,cg3360,,trpG,0.74934152,0.74934152,4.3419925e-165,912,Kranz2022_expression_compendium_Zenodo6842664
cg1680,cg3361,,trpD,0.82217018,0.82217018,8.0933795e-229,928,Kranz2022_expression_compendium_Zenodo6842664
cg1680,cg3362,,trpCF,0.7376021,0.7376021,2.282671e-157,912,Kranz2022_expression_compendium_Zenodo6842664
cg1680,cg3363,,trpB,0.74668913,0.74668913,3.3019352e-167,934,Kranz2022_expression_compendium_Zenodo6842664
cg1680,cg3364,,trpA,0.46182923,0.46182923,1.3035408e-32,592,Kranz2022_expression_compendium_Zenodo6842664
cg1765,cg1761,sufR,nifS2,0.78142943,0.78142943,1.9978052e-198,960,Kranz2022_expression_compendium_Zenodo6842664
cg1765,cg1763,sufR,sufD,0.90438537,0.90438537,0,1012,Kranz2022_expression_compendium_Zenodo6842664
cg1765,cg1764,sufR,sufB,0.87913125,0.87913125,3.3596464e-322,996,Kranz2022_expression_compendium_Zenodo6842664
cg1765,cg1981,sufR,,0.29819243,0.29819243,9.8534751e-15,646,Kranz2022_expression_compendium_Zenodo6842664
cg1765,cg1982,sufR,,0.21576422,0.21576422,1.3603758e-06,492,Kranz2022_expression_compendium_Zenodo6842664
cg1765,cg1984,sufR,,0.081045571,0.081045571,0.079218988,470,Kranz2022_expression_compendium_Zenodo6842664
cg1787,cg0229,ppc,gltB,0.27173093,0.27173093,1.3535558e-10,540,Kranz2022_expression_compendium_Zenodo6842664
cg1787,cg0230,ppc,gltD,0.40770457,0.40770457,3.4823919e-34,820,Kranz2022_expression_compendium_Zenodo6842664
cg1787,cg1580,ppc,argC,0.79401564,0.79401564,4.1114006e-204,936,Kranz2022_expression_compendium_Zenodo6842664
cg1787,cg1581,ppc,argJ,0.81682176,0.81682176,9.4161738e-228,946,Kranz2022_expression_compendium_Zenodo6842664
cg1787,cg1784,ppc,ocd,0.30071919,0.30071919,1.3194481e-10,438,Kranz2022_expression_compendium_Zenodo6842664
cg1787,cg1785,ppc,amt,0.39084205,0.39084205,3.0383656e-22,570,Kranz2022_expression_compendium_Zenodo6842664
cg1787,cg1786,ppc,secG,0.66668014,0.66668014,8.0882148e-120,924,Kranz2022_expression_compendium_Zenodo6842664
cg1787,cg1813,ppc,carB,0.8289951,0.8289951,1.5778425e-244,962,Kranz2022_expression_compendium_Zenodo6842664
cg1787,cg1814,ppc,carA,0.78257966,0.78257966,1.2596627e-200,966,Kranz2022_expression_compendium_Zenodo6842664
cg1787,cg2032,ppc,,0.28501318,0.28501318,7.3951592e-10,450,Kranz2022_expression_compendium_Zenodo6842664
cg1787,cg2280,ppc,gdh,0.7722399,0.7722399,9.344273e-175,878,Kranz2022_expression_compendium_Zenodo6842664
cg1831,cg1832,,,0.75729954,0.75729954,2.1348867e-99,528,Kranz2022_expression_compendium_Zenodo6842664
cg1831,cg2054,,,0.68368914,0.68368914,3.1077856e-85,610,Kranz2022_expression_compendium_Zenodo6842664
cg1831,cg2055,,,0.62034645,0.62034645,1.0164089e-54,502,Kranz2022_expression_compendium_Zenodo6842664
cg1846,cg1845,cssR,,0.77107251,0.77107251,1.5215469e-182,922,Kranz2022_expression_compendium_Zenodo6842664
cg1846,cg1847,cssR,,0.82042264,0.82042264,3.4911966e-222,908,Kranz2022_expression_compendium_Zenodo6842664
cg1846,cg2065,cssR,,0.44765479,0.44765479,9.8205707e-13,230,Kranz2022_expression_compendium_Zenodo6842664
cg1861,cg0998,rel(relA),,0.72359186,0.72359186,9.5188728e-137,838,Kranz2022_expression_compendium_Zenodo6842664
cg1861,cg0999,rel(relA),,0.75026954,0.75026954,8.6748835e-95,518,Kranz2022_expression_compendium_Zenodo6842664
cg1861,cg1271,rel(relA),sigE,0.75172155,0.75172155,8.2480764e-164,896,Kranz2022_expression_compendium_Zenodo6842664
cg1861,cg1436,rel(relA),ilvN,0.84367057,0.84367057,3.4450477e-243,894,Kranz2022_expression_compendium_Zenodo6842664
cg1861,cg2305,rel(relA),hisD,0.65816406,0.65816406,7.785324e-112,892,Kranz2022_expression_compendium_Zenodo6842664
cg1861,cg2318,rel(relA),,0.76228046,0.76228046,2.4941053e-170,892,Kranz2022_expression_compendium_Zenodo6842664
cg1861,cg3254,rel(relA),,0.57080208,0.57080208,6.7646889e-72,818,Kranz2022_expression_compendium_Zenodo6842664
cg1861,cg3420,rel(relA),sigM,0.5533788,0.5533788,4.392226e-46,558,Kranz2022_expression_compendium_Zenodo6842664
cg1919,cg0318,,arsC1,0.6105943,0.6105943,1.5699006e-59,570,Kranz2022_expression_compendium_Zenodo6842664
cg1919,cg0319,,arsX,0.64987308,0.64987308,3.748339e-54,440,Kranz2022_expression_compendium_Zenodo6842664
cg1919,cg1705,,arsC2,0.47716064,0.47716064,4.1889247e-35,594,Kranz2022_expression_compendium_Zenodo6842664
cg1919,cg1707,,,0.57323777,0.57323777,1.2683324e-47,530,Kranz2022_expression_compendium_Zenodo6842664
cg1919,cg1921,,,0.93954464,0.93954464,8.5335555e-236,504,Kranz2022_expression_compendium_Zenodo6842664
cg1935,cg1537,gntR2,ptsG,0.55375202,0.55375202,7.3484165e-72,880,Kranz2022_expression_compendium_Zenodo6842664
cg1935,cg1643,gntR2,gnd,0.6865452,0.6865452,1.7131721e-124,886,Kranz2022_expression_compendium_Zenodo6842664
cg1935,cg1776,gntR2,tal,0.5381746,0.5381746,1.3037294e-69,912,Kranz2022_expression_compendium_Zenodo6842664
cg1935,cg1778,gntR2,zwf,0.54562545,0.54562545,2.0510242e-71,906,Kranz2022_expression_compendium_Zenodo6842664
cg1935,cg1994,gntR2,,0.58223985,0.58223985,3.5125672e-44,472,Kranz2022_expression_compendium_Zenodo6842664
cg1935,cg1999,gntR2,,0.62116317,0.62116317,4.7788445e-71,654,Kranz2022_expression_compendium_Zenodo6842664
cg1935,cg2000,gntR2,,0.66023226,0.66023226,8.4009092e-103,812,Kranz2022_expression_compendium_Zenodo6842664
cg1935,cg2732,gntR2,,0.53626552,0.53626552,1.6881543e-40,526,Kranz2022_expression_compendium_Zenodo6842664
cg1935,cg2925,gntR2,ptsS,0.50928308,0.50928308,1.0010132e-58,872,Kranz2022_expression_compendium_Zenodo6842664
cg1935,cg3169,gntR2,pck,0.62748118,0.62748118,2.7486653e-97,878,Kranz2022_expression_compendium_Zenodo6842664
cg1935,cg3216,gntR2,gntP,0.59334021,0.59334021,6.4772942e-83,860,Kranz2022_expression_compendium_Zenodo6842664
cg1957,cg1956,,recJ,0.51269632,0.51269632,1.0603462e-54,798,Kranz2022_expression_compendium_Zenodo6842664
cg1957,cg1959,,priP,0.44119814,0.44119814,4.1879448e-18,350,Kranz2022_expression_compendium_Zenodo6842664
cg2011,cg0812,,dtsR1,0.135296,0.135296,0.0089820548,372,Kranz2022_expression_compendium_Zenodo6842664
cg2011,cg2595,,rplU,0.32485627,0.32485627,1.9261717e-10,366,Kranz2022_expression_compendium_Zenodo6842664
cg2011,cg2599,,,0.26921764,0.26921764,1.1508718e-07,376,Kranz2022_expression_compendium_Zenodo6842664
cg2037,cg1816,,pyrB,0.8821385,0.8821385,0,992,Kranz2022_expression_compendium_Zenodo6842664
cg2037,cg2035,,,0.10166944,0.10166944,0.017902495,542,Kranz2022_expression_compendium_Zenodo6842664
cg2037,cg2434,,,0.78073994,0.78073994,1.1314698e-189,920,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0014,sigA,,0.30609739,0.30609739,1.5998055e-15,648,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0057,sigA,pknB,0.082277006,0.082277006,0.13000198,340,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0059,sigA,pknA,0.82342347,0.82342347,4.3478517e-231,932,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0060,sigA,pbpA,0.82737799,0.82737799,9.4083981e-244,966,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0088,sigA,citP,0.1259024,0.1259024,0.0041776967,516,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0096,sigA,,0.22921504,0.22921504,8.0326311e-10,702,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0124,sigA,amn,0.74355816,0.74355816,5.5356271e-170,962,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0143,sigA,mtlD,0.17575739,0.17575739,5.8498305e-07,798,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0144,sigA,rbtT,0.30756341,0.30756341,4.5273691e-18,758,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0146,sigA,atlR,0.45332963,0.45332963,3.7367699e-33,628,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0147,sigA,xylB,0.55458954,0.55458954,1.1457341e-62,762,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0156,sigA,cysR,0.69027944,0.69027944,3.9653634e-133,934,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0179,sigA,,0.36010514,0.36010514,5.7246413e-21,638,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0229,sigA,gltB,0.20500706,0.20500706,1.3008152e-06,548,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0303,sigA,leuA,0.85530297,0.85530297,1.5563243e-289,1008,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0313,sigA,lrp,0.16738029,0.16738029,1.9011899e-05,646,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0314,sigA,brnF,0.2018179,0.2018179,0.0013977472,248,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0315,sigA,brnE,0.11175146,0.11175146,0.013508249,488,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0350,sigA,glxR,0.8060246,0.8060246,1.2540005e-228,996,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0366,sigA,,0.12947318,0.12947318,0.03091895,278,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0369,sigA,,0.88117204,0.88117204,0,994,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0370,sigA,,0.64343826,0.64343826,1.8262086e-94,798,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0397,sigA,,0.20766112,0.20766112,8.5341432e-06,452,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0444,sigA,ramB,0.70685777,0.70685777,9.9285212e-151,990,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0446,sigA,sdhA,0.76540139,0.76540139,7.3895823e-193,998,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0448,sigA,,0.48978088,0.48978088,4.579525e-59,960,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0527,sigA,glyR,0.15205736,0.15205736,0.00067952112,496,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0530,sigA,,0.67878517,0.67878517,2.6423442e-115,846,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0652,sigA,rpsM,0.78964337,0.78964337,4.3613654e-213,996,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0676,sigA,,0.11373577,0.11373577,0.022230799,404,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0678,sigA,,0.0085144784,0.0085144784,0.84553709,526,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0679,sigA,,0.050466333,0.050466333,0.27695489,466,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0690,sigA,groES,0.65009096,0.65009096,6.2767034e-121,998,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0691,sigA,groEL',0.76461574,0.76461574,6.9834843e-187,970,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0759,sigA,prpD2,0.56089308,0.56089308,1.5079797e-75,898,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0762,sigA,prpC2,0.53513953,0.53513953,3.1032171e-67,892,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0766,sigA,icd,0.90004087,0.90004087,0,996,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0767,sigA,,0.53514887,0.53514887,1.0430113e-58,776,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0769,sigA,,0.45607103,0.45607103,8.0959712e-41,770,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0771,sigA,irp1,0.51241419,0.51241419,1.4851489e-57,842,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0791,sigA,pyc,0.8116319,0.8116319,3.1496463e-235,1000,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0795,sigA,,0.11731367,0.11731367,0.017483476,410,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0800,sigA,prpR,0.64389581,0.64389581,9.2966045e-107,902,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0862,sigA,mtrA,0.81097444,0.81097444,3.1992462e-232,990,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0864,sigA,mtrB,0.71838138,0.71838138,7.6294763e-159,996,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0868,sigA,secA,0.89989107,0.89989107,0,990,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0878,sigA,whiB1(whcE),0.7199137,0.7199137,2.4568672e-156,974,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0880,sigA,,0.60947868,0.60947868,2.453328e-83,808,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0897,sigA,pdxR,0.092790146,0.092790146,0.019641557,632,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0898,sigA,,0.73495132,0.73495132,3.3945723e-169,992,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0899,sigA,,0.71675769,0.71675769,6.3349377e-156,984,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0900,sigA,,0.20797192,0.20797192,2.5156688e-05,404,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0905,sigA,psp2,0.57939836,0.57939836,2.2672404e-59,648,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0922,sigA,,0.4109531,0.4109531,1.7205513e-32,764,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg0949,sigA,gltA,0.84219149,0.84219149,2.6956973e-267,990,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1010,sigA,,0.67476227,0.67476227,2.9705048e-114,852,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1011,sigA,,0.54644028,0.54644028,9.4030114e-58,726,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1016,sigA,betP,0.78559644,0.78559644,1.0772262e-200,954,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1037,sigA,,0.80026406,0.80026406,5.3743944e-219,978,Kranz2022_expression_compendium_Zenodo6842664
cg2092,cg1039,sigA,,0.54144919,0.54144919,4.076128e-54,694,Kranz2022_expression_compendium_Zenodo6842664
