tf,target,tf_name,target_name,correlation,abs_correlation,pvalue,sample_count,source
cg2115,cg1284,sugR,lipT,0.71305545,0.71305545,2.5771522e-136,872,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg1408,sugR,,0.7737439,0.7737439,6.6983309e-170,848,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg1449,sugR,,0.7512712,0.7512712,4.8831533e-166,910,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg1452,sugR,,0.80140126,0.80140126,2.5426718e-184,818,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg1537,sugR,ptsG,0.55466431,0.55466431,4.2290322e-73,892,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg1597,sugR,,0.77280579,0.77280579,1.1345005e-148,744,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg1773,sugR,ctaB,0.72149954,0.72149954,3.3838014e-137,848,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg1776,sugR,tal,0.6585298,0.6585298,1.0123438e-114,914,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg1778,sugR,zwf,0.68464854,0.68464854,1.1203296e-127,916,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg1791,sugR,gap,0.54857121,0.54857121,6.0647424e-73,914,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg1994,sugR,,0.39775535,0.39775535,2.8836757e-19,470,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg1999,sugR,,0.46234051,0.46234051,7.6486025e-36,652,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg2000,sugR,,0.70994886,0.70994886,1.6049982e-128,832,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg2118,sugR,fruR,0.76471088,0.76471088,8.1548042e-173,896,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg2119,sugR,pfkB,0.65198178,0.65198178,2.9483726e-111,910,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg2120,sugR,ptsF,0.63994194,0.63994194,1.3088324e-104,898,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg2121,sugR,ptsH,0.75304507,0.75304507,3.700754e-166,904,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg2262,sugR,ftsY,0.73950859,0.73950859,3.5087772e-135,776,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg2291,sugR,pyk,0.57886149,0.57886149,4.6053858e-83,916,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg2321,sugR,,0.7693638,0.7693638,7.8816173e-167,848,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg2322,sugR,,0.63213582,0.63213582,1.4015739e-103,918,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg2368,sugR,murC,0.74053795,0.74053795,3.4776313e-157,900,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg2796,sugR,,0.61417658,0.61417658,2.0447157e-67,638,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg2925,sugR,ptsS,0.60184458,0.60184458,3.232473e-88,884,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg3068,sugR,fda,0.40648627,0.40648627,3.9919813e-28,672,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg3095,sugR,,0.25098871,0.25098871,4.868747e-08,460,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg3133,sugR,,0.60448193,0.60448193,9.2412068e-48,466,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg3135,sugR,,0.73669823,0.73669823,2.4966491e-118,686,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg3219,sugR,ldh,0.55921866,0.55921866,1.7427764e-76,916,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg3365,sugR,rmpC,0.75936248,0.75936248,4.7725972e-166,880,Kranz2022_expression_compendium_Zenodo6842664
cg2115,cg3366,sugR,rmpA,0.7635341,0.7635341,7.7999092e-171,890,Kranz2022_expression_compendium_Zenodo6842664
cg2118,cg2119,fruR,pfkB,0.84739321,0.84739321,7.0516646e-263,950,Kranz2022_expression_compendium_Zenodo6842664
cg2118,cg2120,fruR,ptsF,0.80808247,0.80808247,1.6780394e-215,930,Kranz2022_expression_compendium_Zenodo6842664
cg2118,cg2121,fruR,ptsH,0.6535508,0.6535508,6.2390225e-113,918,Kranz2022_expression_compendium_Zenodo6842664
cg2118,cg2322,fruR,,0.68810173,0.68810173,3.3446681e-134,950,Kranz2022_expression_compendium_Zenodo6842664
cg2152,cg0297,clgR,,0.76624639,0.76624639,1.5627894e-168,868,Kranz2022_expression_compendium_Zenodo6842664
cg2152,cg0298,clgR,recR,0.60643332,0.60643332,6.7928612e-89,874,Kranz2022_expression_compendium_Zenodo6842664
cg2152,cg1016,clgR,betP,0.64654421,0.64654421,2.563542e-109,914,Kranz2022_expression_compendium_Zenodo6842664
cg2152,cg2126,clgR,,0.79667162,0.79667162,2.9814733e-197,894,Kranz2022_expression_compendium_Zenodo6842664
cg2152,cg2928,clgR,nagB,0.68697421,0.68697421,1.1878167e-131,936,Kranz2022_expression_compendium_Zenodo6842664
cg2152,cg2929,clgR,nagA1,0.64555358,0.64555358,3.1515053e-111,934,Kranz2022_expression_compendium_Zenodo6842664
cg2152,cg3180,clgR,,0.67130873,0.67130873,1.8481569e-119,904,Kranz2022_expression_compendium_Zenodo6842664
cg2152,cg3283,clgR,,0.61340013,0.61340013,8.9033334e-96,916,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg0096,hisD,,0.1792334,0.1792334,1.8843705e-06,698,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg0097,hisD,,0.072697972,0.072697972,0.12785808,440,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg1083,hisD,cgtS10,0.45717411,0.45717411,5.3248779e-44,828,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg1084,hisD,cgtR10,0.53809702,0.53809702,5.6959088e-72,944,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg1111,hisD,eno,0.67340692,0.67340692,1.6485153e-131,988,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg1296,hisD,,0.20705032,0.20705032,0.0020213353,220,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg1597,hisD,,0.61365208,0.61365208,5.2610586e-79,752,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg1606,hisD,pyrG,0.52491319,0.52491319,5.8059094e-51,702,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg1787,hisD,ppc,0.7818005,0.7818005,1.4747877e-199,964,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg1791,hisD,gap,0.58155061,0.58155061,2.284707e-91,998,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg2008,hisD,,0.21361876,0.21361876,2.4449153e-06,478,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg2009,hisD,,0.008599552,0.008599552,0.87783353,322,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg2162,hisD,,0.78324685,0.78324685,3.5194012e-182,874,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg2163,hisD,dapB,0.83542921,0.83542921,2.1388238e-254,972,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg2651,hisD,,0.24613852,0.24613852,9.9118133e-10,600,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg2891,hisD,poxB,0.71824601,0.71824601,5.6186518e-149,934,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg3068,hisD,fda,0.24743456,0.24743456,6.4564612e-11,678,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg3141,hisD,hmp,0.33769137,0.33769137,2.5382804e-18,632,Kranz2022_expression_compendium_Zenodo6842664
cg2305,cg3330,hisD,,0.41359822,0.41359822,1.4911432e-35,828,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0198,,,0.17283798,0.17283798,0.0012480618,346,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0199,,msmA,0.55720323,0.55720323,4.3349435e-67,808,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0405,,,0.41830843,0.41830843,2.6102753e-26,588,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0446,,sdhA,0.64421516,0.64421516,3.6725711e-117,990,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0448,,,0.48706966,0.48706966,2.4365627e-58,960,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0466,,,0.51362659,0.51362659,1.3684971e-53,778,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0468,,,0.55541615,0.55541615,8.2212819e-56,674,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0527,,glyR,0.23581205,0.23581205,8.9991539e-08,502,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0530,,,0.6428466,0.6428466,4.835129e-100,848,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0549,,,0.73169673,0.73169673,5.6586478e-167,992,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0552,,menD,0.49254739,0.49254739,1.5406507e-40,642,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0554,,,0.36674613,0.36674613,7.4347483e-17,484,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0555,,,0.34448337,0.34448337,8.0130683e-16,516,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0556,,ubiE,0.78598071,0.78598071,2.7013505e-184,874,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0589,,,0.37624656,0.37624656,1.2085379e-31,900,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0683,,,0.56575775,0.56575775,1.4115211e-72,844,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0684,,papA,0.78328238,0.78328238,4.7646767e-202,970,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0748,,,0.54115663,0.54115663,2.8587374e-50,644,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0767,,,0.61066092,0.61066092,2.7634372e-80,774,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0769,,,0.5884505,0.5884505,3.4753619e-72,762,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0771,,irp1,0.61226948,0.61226948,9.572484e-87,832,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0878,,whiB1(whcE),0.77596844,0.77596844,9.8549907e-197,974,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0880,,,0.69490706,0.69490706,2.9177742e-117,806,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0922,,,0.56769937,0.56769937,2.1629709e-66,764,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0926,,,0.656329,0.656329,1.3393929e-106,856,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg0927,,,0.67343744,0.67343744,2.8735522e-126,948,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg1051,,,0.47886028,0.47886028,4.3897932e-37,624,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg1054,,mmpL2,0.62754325,0.62754325,6.1560568e-105,948,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg1059,,,0.30043669,0.30043669,5.145051e-12,506,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg1091,,,0.81090811,0.81090811,1.4554489e-226,966,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg1271,,sigE,0.75745015,0.75745015,2.1388932e-184,986,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg1418,,,0.63105811,0.63105811,2.515348e-86,766,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg1592,,,0.83287471,0.83287471,4.2226125e-257,994,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg1848,,,0.72378831,0.72378831,1.6356695e-157,966,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg1930,,,0.60552131,0.60552131,3.3262202e-81,800,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg1998,,cglIIR,0.63787139,0.63787139,5.7878559e-99,856,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg2115,,sugR,0.76924525,0.76924525,5.419257e-180,916,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg2187,,,0.064192607,0.064192607,0.078540874,752,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg2188,,,0.43054525,0.43054525,3.9823753e-27,570,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg2453,,,0.46734065,0.46734065,4.8765401e-36,640,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg2538,,,0.59946968,0.59946968,8.4769907e-80,806,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg2686,,,0.52522629,0.52522629,8.3038291e-47,642,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg2782,,ftn,0.52565707,0.52565707,3.8173957e-71,986,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg2796,,,0.4864254,0.4864254,1.1287371e-39,646,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg2797,,,0.34271952,0.34271952,9.9146628e-15,482,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3084,,,0.3271398,0.3271398,4.9162364e-15,544,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3085,,,0.77265166,0.77265166,1.6238449e-186,936,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3112,,,0.66741849,0.66741849,1.6493038e-123,950,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3113,,,0.70640207,0.70640207,3.0316444e-146,962,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3114,,cysN,0.6761929,0.6761929,6.3173149e-132,980,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3115,,cysD,0.69209683,0.69209683,9.2482246e-142,988,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3116,,cysH,0.6955099,0.6955099,1.4422202e-142,980,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3117,,,0.64006021,0.64006021,2.7119857e-114,982,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3118,,cysI,0.71687444,0.71687444,1.9810315e-154,974,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3119,,cysJ,0.69234343,0.69234343,9.1433398e-141,980,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3156,,,0.25279212,0.25279212,7.6550923e-08,440,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3247,,cgtR11(hrrA),0.71199687,0.71199687,4.8919136e-152,978,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3327,,dps,0.64983777,0.64983777,1.3025171e-119,988,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3394,,,0.23140685,0.23140685,2.5918951e-06,404,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3404,,,0.51757207,0.51757207,9.0333486e-64,914,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3412,,azlD,0.2355556,0.2355556,3.6590209e-06,378,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg3413,,azlC,0.35490018,0.35490018,1.880075e-25,810,Kranz2022_expression_compendium_Zenodo6842664
cg2306,cg4001,,,0.20818604,0.20818604,3.9321268e-05,384,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg0555,,,0.27606828,0.27606828,1.9172776e-10,514,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg0556,,ubiE,0.68609728,0.68609728,1.3124829e-122,874,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg0714,,dtxR,0.38344858,0.38344858,2.8904986e-21,566,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg0819,,,0.64591523,0.64591523,9.2267372e-98,818,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg0834,,,0.51464376,0.51464376,3.0442281e-67,978,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg0841,,,0.75763537,0.75763537,2.7182175e-172,920,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg0844,,,0.60231906,0.60231906,2.2726028e-89,894,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg0849,,rmlA2,0.67784456,0.67784456,2.2947757e-122,902,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg0898,,,0.54434782,0.54434782,3.1408932e-76,974,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg0899,,,0.54447403,0.54447403,2.3694571e-75,962,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg0997,,cgtS2,0.34636273,0.34636273,1.5404428e-15,500,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1059,,,0.36765704,0.36765704,1.4124832e-17,504,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1229,,,0.67662546,0.67662546,4.8582578e-118,874,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1255,,,0.2833563,0.2833563,6.5289099e-12,566,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1288,,,0.26684148,0.26684148,1.3896858e-07,378,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1289,,,0.30354529,0.30354529,3.9376622e-11,454,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1314,,putP,0.60687871,0.60687871,1.1795075e-98,970,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1318,,,0.66949751,0.66949751,2.5022787e-103,786,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1408,,,0.69673778,0.69673778,6.2552292e-126,860,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1427,,,0.57837904,0.57837904,8.7171683e-73,802,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1491,,,0.67303567,0.67303567,1.1177327e-112,846,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1559,,,0.73443151,0.73443151,4.4966055e-160,940,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1560,,uvrA,0.57371215,0.57371215,3.0062804e-56,628,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1805,,priA,0.48335317,0.48335317,5.7865763e-38,626,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1869,,ruvB,0.60010446,0.60010446,1.2973454e-65,658,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1870,,ruvA,0.57922054,0.57922054,3.8836186e-64,702,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1871,,ruvC,0.60995808,0.60995808,8.7120573e-75,722,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1881,,,0.65837978,0.65837978,1.3142364e-118,946,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1883,,,0.69769992,0.69769992,1.3230152e-138,944,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1884,,,0.71081084,0.71081084,4.1444034e-146,944,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg1977,,,0.55121115,0.55121115,2.6647073e-67,832,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2026,,,0.7182366,0.7182366,3.0751187e-144,904,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2034,,,0.69338155,0.69338155,3.1053055e-130,902,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2112,,,0.5829891,0.5829891,7.050651e-64,688,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2277,,,0.59117578,0.59117578,2.5958218e-74,776,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2279,,,0.62622113,0.62622113,6.6172773e-88,796,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2317,,,0.56220161,0.56220161,3.1482295e-62,732,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2348,,,0.59084858,0.59084858,7.0256548e-82,858,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2349,,,0.46852501,0.46852501,3.9694389e-36,638,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2369,,murG,0.73362357,0.73362357,3.2001124e-160,944,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2614,,,0.46461047,0.46461047,1.7071888e-49,902,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2690,,chrA,0.4732782,0.4732782,8.507126e-43,744,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2757,,tnp15a(ISCg15a),0.31857846,0.31857846,1.9759951e-15,592,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg2969,,,0.5489063,0.5489063,6.4234325e-50,618,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg3028,,mrpF,0.67821326,0.67821326,1.0337411e-128,948,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg3265,,,0.33946286,0.33946286,1.4558933e-18,634,Kranz2022_expression_compendium_Zenodo6842664
cg2318,cg3345,,,0.49283995,0.49283995,7.5137149e-49,778,Kranz2022_expression_compendium_Zenodo6842664
cg2414,cg2202,cobT,,0.75179157,0.75179157,6.1414064e-90,488,Kranz2022_expression_compendium_Zenodo6842664
cg2414,cg2418,cobT,ilvE,0.76238443,0.76238443,1.4555106e-121,634,Kranz2022_expression_compendium_Zenodo6842664
cg2414,cg3247,cobT,cgtR11(hrrA),0.5217963,0.5217963,7.3342025e-50,696,Kranz2022_expression_compendium_Zenodo6842664
cg2489,cg2490,dnaG,,0.88056151,0.88056151,7.8172612e-193,590,Kranz2022_expression_compendium_Zenodo6842664
cg2500,cg2755,znR,,0.36809492,0.36809492,2.4685762e-08,216,Kranz2022_expression_compendium_Zenodo6842664
cg2516,cg0690,hrcA,groES,0.68781713,0.68781713,3.653379e-135,958,Kranz2022_expression_compendium_Zenodo6842664
cg2516,cg0691,hrcA,groEL',0.724324,0.724324,2.6906068e-154,944,Kranz2022_expression_compendium_Zenodo6842664
cg2516,cg1752,hrcA,int,0.39551408,0.39551408,7.8806452e-16,384,Kranz2022_expression_compendium_Zenodo6842664
cg2516,cg3011,hrcA,groEL,0.70544691,0.70544691,3.4664748e-144,952,Kranz2022_expression_compendium_Zenodo6842664
cg2536,cg0096,aecD,,0.52974514,0.52974514,6.9514842e-50,672,Kranz2022_expression_compendium_Zenodo6842664
cg2536,cg0097,aecD,,0.49198447,0.49198447,2.2282272e-26,410,Kranz2022_expression_compendium_Zenodo6842664
cg2536,cg0124,aecD,amn,0.76899035,0.76899035,4.0140308e-161,820,Kranz2022_expression_compendium_Zenodo6842664
cg2536,cg2358,aecD,,0.70400596,0.70400596,8.248087e-64,418,Kranz2022_expression_compendium_Zenodo6842664
cg2536,cg2359,aecD,ileS,0.65130711,0.65130711,1.1541477e-99,816,Kranz2022_expression_compendium_Zenodo6842664
cg2536,cg2360,aecD,,0.78076913,0.78076913,9.5126341e-156,754,Kranz2022_expression_compendium_Zenodo6842664
cg2536,cg2884,aecD,,0.41545606,0.41545606,8.6591208e-17,368,Kranz2022_expression_compendium_Zenodo6842664
cg2536,cg2885,aecD,bioA,0.48671132,0.48671132,1.3899816e-17,272,Kranz2022_expression_compendium_Zenodo6842664
cg2536,cg2886,aecD,bioD,0.63816832,0.63816832,2.2818037e-39,332,Kranz2022_expression_compendium_Zenodo6842664
cg2536,cg3192,aecD,,0.61434704,0.61434704,1.8835811e-86,822,Kranz2022_expression_compendium_Zenodo6842664
cg2627,cg1226,,pobB,0.52542709,0.52542709,5.146569e-45,616,Kranz2022_expression_compendium_Zenodo6842664
cg2627,cg1382,,glgE,0.53313941,0.53313941,1.1147839e-46,618,Kranz2022_expression_compendium_Zenodo6842664
cg2627,cg2628,,pcaI,0.87749655,0.87749655,9.0789369e-160,496,Kranz2022_expression_compendium_Zenodo6842664
cg2627,cg2629,,pcaB1,0.64232262,0.64232262,6.9114129e-74,624,Kranz2022_expression_compendium_Zenodo6842664
cg2627,cg2630,,pcaG,0.63279029,0.63279029,1.4867501e-69,610,Kranz2022_expression_compendium_Zenodo6842664
cg2627,cg2631,,pcaH,0.58041737,0.58041737,3.2197675e-56,610,Kranz2022_expression_compendium_Zenodo6842664
cg2641,cg2634,benR,catC,0.71968516,0.71968516,3.9460506e-104,646,Kranz2022_expression_compendium_Zenodo6842664
cg2641,cg2635,benR,catB,0.76658273,0.76658273,1.0726934e-128,660,Kranz2022_expression_compendium_Zenodo6842664
cg2641,cg2636,benR,catA1,0.57531731,0.57531731,6.4816747e-73,814,Kranz2022_expression_compendium_Zenodo6842664
cg2641,cg2637,benR,benA,0.56177103,0.56177103,3.6344712e-31,358,Kranz2022_expression_compendium_Zenodo6842664
cg2641,cg2638,benR,benB,0.53074669,0.53074669,1.4533236e-28,374,Kranz2022_expression_compendium_Zenodo6842664
cg2641,cg2639,benR,benC,0.63667215,0.63667215,2.9890549e-20,166,Kranz2022_expression_compendium_Zenodo6842664
cg2641,cg2923,benR,,0.63182456,0.63182456,1.1353459e-21,182,Kranz2022_expression_compendium_Zenodo6842664
cg2641,cg2925,benR,ptsS,0.57359564,0.57359564,9.6807541e-73,818,Kranz2022_expression_compendium_Zenodo6842664
cg2641,cg2927,benR,scrB,0.45747508,0.45747508,5.263102e-30,554,Kranz2022_expression_compendium_Zenodo6842664
cg2755,cg0055,,,0.78123828,0.78123828,2.8687062e-45,214,Kranz2022_expression_compendium_Zenodo6842664
cg2755,cg0057,,pknB,0.89668998,0.89668998,2.527675e-66,184,Kranz2022_expression_compendium_Zenodo6842664
cg2755,cg0059,,pknA,0.45301086,0.45301086,6.3992066e-12,208,Kranz2022_expression_compendium_Zenodo6842664
cg2755,cg0060,,pbpA,0.45384469,0.45384469,2.2601652e-12,216,Kranz2022_expression_compendium_Zenodo6842664
cg2755,cg0795,,,0.86455217,0.86455217,2.8006812e-56,184,Kranz2022_expression_compendium_Zenodo6842664
cg2755,cg0905,,psp2,0.70568792,0.70568792,3.1268412e-27,172,Kranz2022_expression_compendium_Zenodo6842664
cg2755,cg1447,,,0.68695034,0.68695034,1.5245324e-29,202,Kranz2022_expression_compendium_Zenodo6842664
cg2755,cg2911,,,0.61377941,0.61377941,2.4565856e-23,212,Kranz2022_expression_compendium_Zenodo6842664
cg2755,cg3220,,,0.80451122,0.80451122,4.8197466e-48,206,Kranz2022_expression_compendium_Zenodo6842664
cg2755,cg3221,,,0.51491583,0.51491583,5.0475796e-16,216,Kranz2022_expression_compendium_Zenodo6842664
cg2803,cg0350,,glxR,0.42462593,0.42462593,2.1039349e-29,640,Kranz2022_expression_compendium_Zenodo6842664
cg2803,cg2540,,,0.82992202,0.82992202,7.9979204e-129,502,Kranz2022_expression_compendium_Zenodo6842664
cg2803,cg2801,,crcB',0.71323508,0.71323508,1.2774262e-86,550,Kranz2022_expression_compendium_Zenodo6842664
cg2803,cg2802,,crcB,0.69467246,0.69467246,3.7328952e-80,548,Kranz2022_expression_compendium_Zenodo6842664
cg2898,cg2617,,vanB,0.12567096,0.12567096,0.0030463963,554,Kranz2022_expression_compendium_Zenodo6842664
cg2898,cg2618,,vanK,0.30554036,0.30554036,2.6209976e-12,502,Kranz2022_expression_compendium_Zenodo6842664
cg2898,cg2899,,,0.70077527,0.70077527,6.9882067e-64,424,Kranz2022_expression_compendium_Zenodo6842664
cg2907,cg1226,otsA,pobB,0.64426902,0.64426902,6.9441923e-104,876,Kranz2022_expression_compendium_Zenodo6842664
cg2907,cg1382,otsA,glgE,0.7193051,0.7193051,1.8183496e-152,952,Kranz2022_expression_compendium_Zenodo6842664
cg2907,cg2625,otsA,pcaF,0.67871718,0.67871718,2.7784675e-90,660,Kranz2022_expression_compendium_Zenodo6842664
cg2907,cg2626,otsA,pcaL,0.70652521,0.70652521,2.9206724e-125,822,Kranz2022_expression_compendium_Zenodo6842664
cg2907,cg2627,otsA,,0.52549843,0.52549843,5.1326859e-46,630,Kranz2022_expression_compendium_Zenodo6842664
cg2907,cg2628,otsA,pcaI,0.46209253,0.46209253,8.1732405e-30,538,Kranz2022_expression_compendium_Zenodo6842664
